Location,Time,Date,Location_code,Patch_ID,Activity-density
none,none,dd-mmm-yyyy,none,none,count
nominal,series,datetime,code,nominal,data
N/A,5,May,N/A,N/A,16.0714285714286
N/A,8,Aug,N/A,N/A,59.1269841269841
N/A,9,Sept,N/A,N/A,34.7222222222222
