,a1,a3
176,861272.7532039415,97472.73964302149
177,544511.7578916968,74653.88213566056
178,544511.7578916968,74653.88213566056
179,544511.7578916968,74653.88213566056
180,544511.7578916968,74653.88213566056
181,544511.7578916968,74653.88213566056
182,544511.7578916968,74653.88213566056
183,533261.375697248,78951.04558278379
184,845727.9446118688,94708.42942131679
185,845727.9446118688,94708.42942131679
186,845727.9446118688,94708.42942131679
187,945432.5339807451,105982.52203277707
188,945432.5339807451,105982.52203277707
189,983965.108376038,112873.73366684967
190,992513.5119647617,109303.73170157199
191,992513.5119647617,109303.73170157199
192,994484.0137236669,118081.94040854652
193,994484.0137236669,118081.94040854652
194,994867.6220361866,107208.57445181675
195,994867.6220361866,107208.57445181675
196,995617.5899193039,118491.47917371188
197,995617.5899193039,118491.47917371188
198,998733.318897561,129742.75914178281
199,998733.318897561,129742.75914178281
200,998733.318897561,129742.75914178281
201,998733.318897561,129742.75914178281
202,993709.7153623109,113910.53318070856
203,993709.7153623109,113910.53318070856
204,993709.7153623109,113910.53318070856
205,993709.7153623109,113910.53318070856
206,993709.7153623109,113910.53318070856
207,993709.7153623109,113910.53318070856
208,993709.7153623109,113910.53318070856
209,993709.7153623109,113910.53318070856
210,993709.7153623109,113910.53318070856
211,993709.7153623109,113910.53318070856
212,993709.7153623109,113910.53318070856
213,993709.7153623109,113910.53318070856
214,993709.7153623109,113910.53318070856
215,993709.7153623109,113910.53318070856
216,993709.7153623109,113910.53318070856
217,993709.7153623109,113910.53318070856
218,983290.6244264838,114379.28292095472
219,983290.6244264838,114379.28292095472
220,983290.6244264838,114379.28292095472
221,983290.6244264838,114379.28292095472
222,983290.6244264838,114379.28292095472
223,983290.6244264838,114379.28292095472
224,983290.6244264838,114379.28292095472
225,983290.6244264838,114379.28292095472
226,983290.6244264838,114379.28292095472
227,983290.6244264838,114379.28292095472
228,535095.1022549181,60834.236319760006
229,535095.1022549181,60834.236319760006
230,774275.2673814972,93716.79429485548
231,774275.2673814972,93716.79429485548
232,774275.2673814972,93716.79429485548
233,774275.2673814972,93716.79429485548
234,774275.2673814972,93716.79429485548
235,774275.2673814972,93716.79429485548
236,896202.2919232948,118230.91847750501
237,896202.2919232948,118230.91847750501
238,896202.2919232948,118230.91847750501
239,896202.2919232948,118230.91847750501
240,885098.9885777722,108827.32199476784
241,742931.3856902699,94847.66212597593
242,742931.3856902699,94847.66212597593
243,742931.3856902699,94847.66212597593
244,742931.3856902699,94847.66212597593
245,742931.3856902699,94847.66212597593
246,742931.3856902699,94847.66212597593
247,742931.3856902699,94847.66212597593
248,742931.3856902699,94847.66212597593
249,742931.3856902699,94847.66212597593
250,742931.3856902699,94847.66212597593
251,424417.2491004828,56444.16589925315
252,424417.2491004828,56444.16589925315
253,634522.9145019082,80979.77731894956
254,634522.9145019082,80979.77731894956
255,634522.9145019082,80979.77731894956
256,634522.9145019082,80979.77731894956
257,688250.2748254916,87625.89139695921
258,688250.2748254916,87625.89139695921
259,928735.5319012924,125235.5653615037
260,928735.5319012924,125235.5653615037
261,631452.113349656,81275.00470916001
262,864320.7804371836,107131.67728167513
263,864320.7804371836,107131.67728167513
264,864320.7804371836,107131.67728167513
265,864320.7804371836,107131.67728167513
266,864320.7804371836,107131.67728167513
267,437131.94174569246,50590.40736821313
268,437131.94174569246,50590.40736821313
269,437131.94174569246,50590.40736821313
270,437131.94174569246,50590.40736821313
271,554906.2621646776,65436.84465668685
272,554906.2621646776,65436.84465668685
273,873283.7759604998,110553.05043054961
274,873283.7759604998,110553.05043054961
275,873283.7759604998,110553.05043054961
276,873283.7759604998,110553.05043054961
277,873283.7759604998,110553.05043054961
278,848012.525815314,113173.18786981625
279,848012.525815314,113173.18786981625
280,736240.773887595,96905.20883658798
281,736240.773887595,96905.20883658798
282,736240.773887595,96905.20883658798
283,736240.773887595,96905.20883658798
284,974041.3858363627,116084.56213349274
285,942417.9821482261,111792.58127725063
286,750439.293922564,86600.48255657213
287,750439.293922564,86600.48255657213
288,750439.293922564,86600.48255657213
289,750439.293922564,86600.48255657213
290,750439.293922564,86600.48255657213
291,598963.6679573387,71496.41690171206
292,647095.4613619487,76061.1807389704
293,647095.4613619487,76061.1807389704
294,647095.4613619487,76061.1807389704
295,647095.4613619487,76061.1807389704
296,647095.4613619487,76061.1807389704
297,647095.4613619487,76061.1807389704
298,647095.4613619487,76061.1807389704
299,647095.4613619487,76061.1807389704
300,647095.4613619487,76061.1807389704
301,668901.7692521736,79692.42319968737
302,668901.7692521736,79692.42319968737
303,386013.31746917474,58153.15203734539
304,386013.31746917474,58153.15203734539
305,721549.5187904787,107212.32028155313
306,847656.3829116013,108784.9306517278
307,769728.4745032487,90657.98419645056
308,909074.1764714328,119820.01037980245
309,715024.6118371284,93383.98530275421
310,715024.6118371284,93383.98530275421
311,715024.6118371284,93383.98530275421
312,715024.6118371284,93383.98530275421
313,533368.5304794534,62342.754873161226
314,533368.5304794534,62342.754873161226
315,894668.8347098553,112359.66264974381
316,894668.8347098553,112359.66264974381
317,894668.8347098553,112359.66264974381
318,894596.8707371984,112377.4424788559
319,894596.8707371984,112377.4424788559
320,894596.8707371984,112377.4424788559
321,894596.8707371984,112377.4424788559
322,894596.8707371984,112377.4424788559
323,894596.8707371984,112377.4424788559
324,894596.8707371984,112377.4424788559
325,755533.9153286287,90510.02485424728
326,755533.9153286287,90510.02485424728
327,755533.9153286287,90510.02485424728
328,755533.9153286287,90510.02485424728
329,757254.7287391182,87733.62331195646
330,918447.4551170337,98434.15252372326
331,934919.0420151384,97620.05992066328
332,934919.0420151384,97620.05992066328
333,968396.508760659,105167.0461574918
334,968396.508760659,105167.0461574918
335,968396.508760659,105167.0461574918
336,961845.6802320646,117117.17950708943
337,791511.3181071919,90088.03191889315
338,791511.3181071919,90088.03191889315
339,791511.3181071919,90088.03191889315
340,693235.1242964091,85226.77265180125
341,693235.1242964091,85226.77265180125
342,799220.4919034886,94494.44420830018
343,799220.4919034886,94494.44420830018
344,386784.6462518915,50892.28878635698
345,709366.0002750573,90996.47318914716
346,709366.0002750573,90996.47318914716
347,709366.0002750573,90996.47318914716
348,709366.0002750573,90996.47318914716
349,709366.0002750573,90996.47318914716
350,709366.0002750573,90996.47318914716
351,709366.0002750573,90996.47318914716
352,709366.0002750573,90996.47318914716
353,709366.0002750573,90996.47318914716
354,563263.1065897301,64188.23464302924
355,563263.1065897301,64188.23464302924
356,563263.1065897301,64188.23464302924
357,563263.1065897301,64188.23464302924
358,563263.1065897301,64188.23464302924
359,805895.8753694418,86487.97904847596
360,924130.3698161755,141072.63920848924
361,924130.3698161755,141072.63920848924
362,560436.842755545,55078.95223867579
363,441868.18764195655,46089.75341693
364,441868.18764195655,46089.75341693
365,361676.1712820289,44071.1455975723
366,361676.1712820289,44071.1455975723
367,361676.1712820289,44071.1455975723
368,361676.1712820289,44071.1455975723
369,808586.0634725393,93748.22253376148
370,808586.0634725393,93748.22253376148
371,863978.4032756459,114768.1793710631
372,863978.4032756459,114768.1793710631
373,863978.4032756459,114768.1793710631
374,863978.4032756459,114768.1793710631
375,863978.4032756459,114768.1793710631
376,863978.4032756459,114768.1793710631
377,730063.5890245525,87627.9540474485
378,730063.5890245525,87627.9540474485
379,730063.5890245525,87627.9540474485
380,730063.5890245525,87627.9540474485
381,754919.9603447549,98397.24237361227
382,754919.9603447549,98397.24237361227
383,754919.9603447549,98397.24237361227
384,708097.7551184867,83369.46323919727
385,708097.7551184867,83369.46323919727
386,708097.7551184867,83369.46323919727
387,452036.89704373805,54374.3793786901
388,452036.89704373805,54374.3793786901
389,452036.89704373805,54374.3793786901
390,452036.89704373805,54374.3793786901
391,452036.89704373805,54374.3793786901
392,756886.5411860341,93761.01222402851
393,756886.5411860341,93761.01222402851
394,756886.5411860341,93761.01222402851
395,756886.5411860341,93761.01222402851
396,756886.5411860341,93761.01222402851
397,756886.5411860341,93761.01222402851
398,414444.1795968528,47435.005016988245
399,315586.5751173243,41772.53907498432
400,608083.6712367537,70067.29794004829
401,608083.6712367537,70067.29794004829
402,608083.6712367537,70067.29794004829
403,608083.6712367537,70067.29794004829
404,608083.6712367537,70067.29794004829
405,510239.5730154347,62207.24100326645
406,510239.5730154347,62207.24100326645
407,838409.3085705105,108814.75759695277
408,838409.3085705105,108814.75759695277
409,838409.3085705105,108814.75759695277
410,442367.9870392736,51086.596075971225
411,500186.5545693093,61284.30934728218
412,500186.5545693093,61284.30934728218
413,500186.5545693093,61284.30934728218
414,500186.5545693093,61284.30934728218
415,500186.5545693093,61284.30934728218
416,500186.5545693093,61284.30934728218
417,500186.5545693093,61284.30934728218
418,500186.5545693093,61284.30934728218
419,519944.5047501899,59306.54596562916
420,519944.5047501899,59306.54596562916
421,519944.5047501899,59306.54596562916
422,519944.5047501899,59306.54596562916
423,519944.5047501899,59306.54596562916
424,458652.1155473659,59840.52240998265
425,458652.1155473659,59840.52240998265
426,458652.1155473659,59840.52240998265
427,458652.1155473659,59840.52240998265
428,458652.1155473659,59840.52240998265
429,458652.1155473659,59840.52240998265
430,719731.3256466171,88038.98671307108
431,719731.3256466171,88038.98671307108
432,719731.3256466171,88038.98671307108
433,713422.990600649,88884.7307837107
434,514039.12156892003,75460.06020176114
435,514039.12156892003,75460.06020176114
436,514039.12156892003,75460.06020176114
437,385044.6160692411,58080.70259435409
438,915320.7412201463,115230.30656362596
439,915320.7412201463,115230.30656362596
440,822603.7650829662,100771.40287289133
441,503619.27514499414,70136.46293555723
442,990120.1249476108,122216.52678031706
443,990120.1249476108,122216.52678031706
444,990120.1249476108,122216.52678031706
445,990120.1249476108,122216.52678031706
446,991934.779040243,124815.4540710258
447,991934.779040243,124815.4540710258
448,991934.779040243,124815.4540710258
449,970313.9873960495,121590.24117423334
450,902911.3558549539,102952.56111956926
451,902911.3558549539,102952.56111956926
452,902911.3558549539,102952.56111956926
453,902911.3558549539,102952.56111956926
454,942943.4910584943,108896.26267351572
455,942943.4910584943,108896.26267351572
456,942943.4910584943,108896.26267351572
457,945781.0514903592,121240.02375133325
458,945781.0514903592,121240.02375133325
459,967081.2481342956,122968.82692581142
460,967081.2481342956,122968.82692581142
461,953207.8189830576,98261.69291019587
462,934758.1212262616,105845.8665817479
463,934758.1212262616,105845.8665817479
464,934758.1212262616,105845.8665817479
465,934758.1212262616,105845.8665817479
466,969142.7792368135,127764.50473053209
467,969142.7792368135,127764.50473053209
468,993560.1329201317,132132.91883568934
469,993560.1329201317,132132.91883568934
470,982010.5451485999,118783.03764632004
471,982010.5451485999,118783.03764632004
472,597010.5257323517,82874.4906659549
473,597010.5257323517,82874.4906659549
474,597010.5257323517,82874.4906659549
475,824844.2752052642,102633.62159888503
476,740036.2196644441,82429.40231637306
477,740036.2196644441,82429.40231637306
478,740036.2196644441,82429.40231637306
479,740036.2196644441,82429.40231637306
480,740036.2196644441,82429.40231637306
481,740036.2196644441,82429.40231637306
482,740036.2196644441,82429.40231637306
483,740036.2196644441,82429.40231637306
484,740036.2196644441,82429.40231637306
485,915131.2135961892,120300.41535349122
486,915131.2135961892,120300.41535349122
487,915131.2135961892,120300.41535349122
488,915131.2135961892,120300.41535349122
489,915131.2135961892,120300.41535349122
490,425123.66979499045,56886.01296657274
491,452441.7791078935,57808.37633867409
492,905255.5478349839,123456.68147644195
493,905255.5478349839,123456.68147644195
494,662099.0399361516,93573.61432747613
495,662099.0399361516,93573.61432747613
496,662099.0399361516,93573.61432747613
497,662099.0399361516,93573.61432747613
498,928134.0292722022,111903.14145849654
499,928134.0292722022,111903.14145849654
500,617688.9132053986,75710.68740211579
501,617688.9132053986,75710.68740211579
502,630296.7772102773,83166.32612158505
503,957033.6115633982,106251.19110432979
504,957033.6115633982,106251.19110432979
505,701151.1036506812,83407.044978078
506,701151.1036506812,83407.044978078
507,701151.1036506812,83407.044978078
508,701151.1036506812,83407.044978078
509,701353.1364586393,83392.82406826128
510,701353.1364586393,83392.82406826128
511,701353.1364586393,83392.82406826128
512,701353.1364586393,83392.82406826128
513,701353.1364586393,83392.82406826128
514,637535.0922751732,74513.67068849124
515,637535.0922751732,74513.67068849124
516,637535.0922751732,74513.67068849124
517,637535.0922751732,74513.67068849124
518,637535.0922751732,74513.67068849124
519,780528.9839874386,101346.74074695261
520,780528.9839874386,101346.74074695261
521,780528.9839874386,101346.74074695261
522,780528.9839874386,101346.74074695261
523,780528.9839874386,101346.74074695261
524,780528.9839874386,101346.74074695261
525,780528.9839874386,101346.74074695261
526,761321.0171410766,96899.8202116832
527,761321.0171410766,96899.8202116832
528,761321.0171410766,96899.8202116832
529,761321.0171410766,96899.8202116832
530,761321.0171410766,96899.8202116832
531,761321.0171410766,96899.8202116832
532,761321.0171410766,96899.8202116832
533,761321.0171410766,96899.8202116832
534,761321.0171410766,96899.8202116832
535,374460.2578381733,46155.44835753654
536,374460.2578381733,46155.44835753654
537,374460.2578381733,46155.44835753654
538,528235.9611887857,60991.420304230945
539,528235.9611887857,60991.420304230945
540,528235.9611887857,60991.420304230945
541,500905.73471802456,62028.65266756085
542,500905.73471802456,62028.65266756085
543,799266.039372775,92803.7235536637
544,421385.528613325,53436.26883029959
545,606630.1015378927,75158.04815555392
546,606630.1015378927,75158.04815555392
547,606630.1015378927,75158.04815555392
548,606630.1015378927,75158.04815555392
549,606630.1015378927,75158.04815555392
550,606630.1015378927,75158.04815555392
551,606630.1015378927,75158.04815555392
552,606630.1015378927,75158.04815555392
553,606630.1015378927,75158.04815555392
554,662815.917480946,82368.43135600287
555,697205.7943550531,91189.29880456004
556,697205.7943550531,91189.29880456004
557,697205.7943550531,91189.29880456004
558,697205.7943550531,91189.29880456004
559,697205.7943550531,91189.29880456004
560,605263.8022137725,71217.9585439571
561,605263.8022137725,71217.9585439571
562,736450.4466589801,95691.2925384471
563,736450.4466589801,95691.2925384471
564,736450.4466589801,95691.2925384471
565,736450.4466589801,95691.2925384471
566,736450.4466589801,95691.2925384471
567,736450.4466589801,95691.2925384471
568,736450.4466589801,95691.2925384471
569,736450.4466589801,95691.2925384471
570,846500.1442232601,99856.8177974829
571,958360.0035599018,137049.69749411335
572,958360.0035599018,137049.69749411335
573,868999.627948859,106855.31393040608
574,906822.2763502995,107664.38623359134
575,906822.2763502995,107664.38623359134
576,903233.5150684036,103701.07437331256
577,903233.5150684036,103701.07437331256
578,903233.5150684036,103701.07437331256
579,602733.4702027738,64906.48372908068
580,602733.4702027738,64906.48372908068
581,602733.4702027738,64906.48372908068
582,602733.4702027738,64906.48372908068
583,602733.4702027738,64906.48372908068
584,602733.4702027738,64906.48372908068
585,602733.4702027738,64906.48372908068
586,602733.4702027738,64906.48372908068
587,886362.0629048828,115941.5262975108
588,886362.0629048828,115941.5262975108
589,886362.0629048828,115941.5262975108
590,886362.0629048828,115941.5262975108
591,886362.0629048828,115941.5262975108
592,886362.0629048828,115941.5262975108
593,900189.9425739339,103764.48274477194
594,820706.6123903015,105833.44167662664
595,820706.6123903015,105833.44167662664
596,820706.6123903015,105833.44167662664
597,820706.6123903015,105833.44167662664
598,820706.6123903015,105833.44167662664
599,650114.8256688081,72258.07282293896
600,650114.8256688081,72258.07282293896
601,650114.8256688081,72258.07282293896
602,650114.8256688081,72258.07282293896
603,502772.3650846503,54514.72049242009
604,835949.3532557212,106808.90267763544
605,773594.5870525951,88598.82302787481
606,523590.2793038162,65798.88603705425
607,523590.2793038162,65798.88603705425
608,523590.2793038162,65798.88603705425
609,523590.2793038162,65798.88603705425
610,523590.2793038162,65798.88603705425
611,523590.2793038162,65798.88603705425
612,523590.2793038162,65798.88603705425
613,523590.2793038162,65798.88603705425
614,523590.2793038162,65798.88603705425
615,523590.2793038162,65798.88603705425
616,523590.2793038162,65798.88603705425
617,523590.2793038162,65798.88603705425
618,523590.2793038162,65798.88603705425
619,762934.3629263247,103630.51637624914
620,470843.15479359846,54283.826194503235
621,470843.15479359846,54283.826194503235
622,470843.15479359846,54283.826194503235
623,470843.15479359846,54283.826194503235
624,470843.15479359846,54283.826194503235
625,470843.15479359846,54283.826194503235
626,470843.15479359846,54283.826194503235
627,470843.15479359846,54283.826194503235
628,470843.15479359846,54283.826194503235
629,470843.15479359846,54283.826194503235
630,470843.15479359846,54283.826194503235
631,470843.15479359846,54283.826194503235
632,470843.15479359846,54283.826194503235
633,470843.15479359846,54283.826194503235
634,470843.15479359846,54283.826194503235
635,470843.15479359846,54283.826194503235
636,470843.15479359846,54283.826194503235
637,470843.15479359846,54283.826194503235
638,470843.15479359846,54283.826194503235
639,470843.15479359846,54283.826194503235
640,470843.15479359846,54283.826194503235
641,470843.15479359846,54283.826194503235
642,470843.15479359846,54283.826194503235
643,470843.15479359846,54283.826194503235
644,470843.15479359846,54283.826194503235
645,979384.6134658211,110024.09301997109
646,979384.6134658211,110024.09301997109
647,972148.6344591373,111503.83114944711
648,972148.6344591373,111503.83114944711
649,972148.6344591373,111503.83114944711
650,972148.6344591373,111503.83114944711
651,972148.6344591373,111503.83114944711
652,972148.6344591373,111503.83114944711
653,972148.6344591373,111503.83114944711
654,972148.6344591373,111503.83114944711
655,972148.6344591373,111503.83114944711
656,972148.6344591373,111503.83114944711
657,979168.4755274012,119467.68975698421
658,997317.3313062846,123933.78526247237
659,997317.3313062846,123933.78526247237
660,997318.799797556,123923.66239075518
661,997318.799797556,123923.66239075518
662,997318.799797556,123923.66239075518
663,997350.7479496719,126932.1489298951
664,996772.8533168915,118243.98600568071
665,996772.8533168915,118243.98600568071
666,996772.8533168915,118243.98600568071
667,996772.8533168915,118243.98600568071
668,996772.8533168915,118243.98600568071
669,996772.8533168915,118243.98600568071
670,996772.8533168915,118243.98600568071
671,996772.8533168915,118243.98600568071
672,996772.8533168915,118243.98600568071
673,996772.8533168915,118243.98600568071
674,993653.1931724257,119425.22762648732
675,993653.1931724257,119425.22762648732
676,993653.1931724257,119425.22762648732
677,993653.1931724257,119425.22762648732
678,993653.1931724257,119425.22762648732
679,993653.1931724257,119425.22762648732
680,993653.1931724257,119425.22762648732
681,993653.1931724257,119425.22762648732
682,993653.1931724257,119425.22762648732
683,993653.1931724257,119425.22762648732
684,993653.1931724257,119425.22762648732
685,993653.1931724257,119425.22762648732
686,993653.1931724257,119425.22762648732
687,994961.8059221838,114279.27600038148
688,994961.8059221838,114279.27600038148
689,994961.8059221838,114279.27600038148
690,994961.8059221838,114279.27600038148
691,994961.8059221838,114279.27600038148
692,994961.8059221838,114279.27600038148
693,994961.8059221838,114279.27600038148
694,994961.8059221838,114279.27600038148
695,994961.8059221838,114279.27600038148
696,994961.8059221838,114279.27600038148
697,994961.8059221838,114279.27600038148
698,994961.8059221838,114279.27600038148
699,994961.8059221838,114279.27600038148
700,987273.1335738596,105207.53604603956
701,987273.1335738596,105207.53604603956
702,538049.5627083691,58211.63653721242
703,538049.5627083691,58211.63653721242
704,818455.7776169074,114251.06915471777
705,818455.7776169074,114251.06915471777
706,904474.8721893842,106805.68440642295
707,904474.8721893842,106805.68440642295
708,872443.6187947094,110741.30776869821
709,872443.6187947094,110741.30776869821
710,872443.6187947094,110741.30776869821
711,872443.6187947094,110741.30776869821
712,872443.6187947094,110741.30776869821
713,710806.9340282151,81561.12438578748
714,710806.9340282151,81561.12438578748
715,710806.9340282151,81561.12438578748
716,710806.9340282151,81561.12438578748
717,838420.8370885081,108086.21765539884
718,838420.8370885081,108086.21765539884
719,838420.8370885081,108086.21765539884
720,838420.8370885081,108086.21765539884
721,838420.8370885081,108086.21765539884
722,838420.8370885081,108086.21765539884
723,838420.8370885081,108086.21765539884
724,838420.8370885081,108086.21765539884
725,838420.8370885081,108086.21765539884
726,838420.8370885081,108086.21765539884
727,838420.8370885081,108086.21765539884
728,838420.8370885081,108086.21765539884
729,838420.8370885081,108086.21765539884
730,838420.8370885081,108086.21765539884
731,838420.8370885081,108086.21765539884
732,838420.8370885081,108086.21765539884
733,838420.8370885081,108086.21765539884
734,838420.8370885081,108086.21765539884
735,838420.8370885081,108086.21765539884
736,525194.071302166,65541.61173481883
737,525194.071302166,65541.61173481883
738,836622.8873206389,96303.74556436854
739,851013.2296205392,95794.24952197327
740,939049.1383777725,107424.7473161782
741,939049.1383777725,107424.7473161782
742,939049.1383777725,107424.7473161782
743,939049.1383777725,107424.7473161782
744,939049.1383777725,107424.7473161782
745,939049.1383777725,107424.7473161782
746,939049.1383777725,107424.7473161782
747,939049.1383777725,107424.7473161782
748,939049.1383777725,107424.7473161782
749,939049.1383777725,107424.7473161782
750,939049.1383777725,107424.7473161782
751,939049.1383777725,107424.7473161782
752,939049.1383777725,107424.7473161782
753,939049.1383777725,107424.7473161782
754,939049.1383777725,107424.7473161782
755,939049.1383777725,107424.7473161782
756,803183.5183473576,107665.79441584411
757,803183.5183473576,107665.79441584411
758,803183.5183473576,107665.79441584411
759,803183.5183473576,107665.79441584411
760,726524.8306023598,85895.62919544775
761,726524.8306023598,85895.62919544775
762,726524.8306023598,85895.62919544775
763,769873.6717687207,92164.44041993223
764,769873.6717687207,92164.44041993223
765,769873.6717687207,92164.44041993223
766,769873.6717687207,92164.44041993223
767,791226.4594357491,89870.5774772696
768,791226.4594357491,89870.5774772696
769,791226.4594357491,89870.5774772696
770,791226.4594357491,89870.5774772696
771,791226.4594357491,89870.5774772696
772,791226.4594357491,89870.5774772696
773,791226.4594357491,89870.5774772696
774,791226.4594357491,89870.5774772696
775,791226.4594357491,89870.5774772696
776,584554.907087738,64677.921618508546
777,584554.907087738,64677.921618508546
778,584554.907087738,64677.921618508546
779,584554.907087738,64677.921618508546
780,584554.907087738,64677.921618508546
