,mean,sd,hdi_3%,hdi_97%,mpv
std_deviation[0],220.08770814989597,10.884186864062627,200.62898510666105,241.20924805951037,219.79451873862814
std_deviation[1],2.326034086e-06,1.13646679e-07,2.126390057e-06,2.553449658e-06,2.312259609562668e-06
r3,5.3121583e-08,2.8261e-10,5.2585724e-08,5.3498999e-08,5.340231197782863e-08
a21,3.2631247484e-05,1.82610452e-07,3.2280391523e-05,3.2881484758e-05,3.2810222600618926e-05
