,r2,r3,a1
0,7.229686063547006e-07,0.0016698286432104182,0.0013248130112600688
1,7.229686063547006e-07,0.0016698286432104182,0.0013248130112600688
2,7.229686063547006e-07,0.0016698286432104182,0.0013248130112600688
3,7.229686063547006e-07,0.0016698286432104182,0.0013248130112600688
4,7.396699496633161e-07,0.001704939524110531,0.001573351486408623
5,7.463225138260655e-07,0.0017150434657258462,0.0018806668335421557
6,7.886322345138037e-07,0.0018096775708761948,0.0018729534098237588
7,9.014618557830382e-07,0.0020745076923768422,0.0018803063599848006
8,9.183953302744646e-07,0.002106637241362473,0.0022038778710287963
9,9.405407528058116e-07,0.002153869226925051,0.0023812622022463263
10,9.156921019768422e-07,0.0020942438428496,0.0024189130242994296
11,9.29183101378682e-07,0.0021244164309510076,0.00250751902170559
12,9.29183101378682e-07,0.0021244164309510076,0.00250751902170559
13,9.668166591499299e-07,0.0022118030974334012,0.0025129967449436636
14,9.668166591499299e-07,0.0022118030974334012,0.0025129967449436636
15,9.206626521899447e-07,0.0021042252624079633,0.0025443700889401606
16,9.122330813502038e-07,0.002082287876776001,0.0025978123168975266
17,9.122330813502038e-07,0.002082287876776001,0.0025978123168975266
18,9.122330813502038e-07,0.002082287876776001,0.0025978123168975266
19,9.122330813502038e-07,0.002082287876776001,0.0025978123168975266
20,8.971566002445664e-07,0.0020445842779784847,0.002721872374069532
21,8.635620865446218e-07,0.0019674216004059515,0.0026998131869821335
22,8.635620865446218e-07,0.0019674216004059515,0.0026998131869821335
23,8.635620865446218e-07,0.0019674216004059515,0.0026998131869821335
24,8.635620865446218e-07,0.0019674216004059515,0.0026998131869821335
25,8.643270859024601e-07,0.0019716839702150885,0.0025498807595897444
26,8.2474608907259e-07,0.0018821265692645437,0.0024250833869444576
27,8.552394694144562e-07,0.0019552159599596835,0.0023160556812435486
28,8.552394694144562e-07,0.0019552159599596835,0.0023160556812435486
29,8.552394694144562e-07,0.0019552159599596835,0.0023160556812435486
30,7.548472404251421e-07,0.001733683110018182,0.0017609866953909724
31,7.07614808451986e-07,0.0016324110205900165,0.0014305407042142855
32,7.015354898282945e-07,0.0016321206880038593,0.0007968160361866344
33,7.015354898282945e-07,0.0016321206880038593,0.0007968160361866344
34,7.015354898282945e-07,0.0016321206880038593,0.0007968160361866344
35,7.015354898282945e-07,0.0016321206880038593,0.0007968160361866344
36,7.015354898282945e-07,0.0016321206880038593,0.0007968160361866344
37,6.545231121863387e-07,0.00153427811790571,0.0003958310741068313
38,6.988455990659531e-07,0.001632119433376656,0.0004737853689903036
39,6.683765912937839e-07,0.00156699543518057,0.0003162814305876416
40,6.811660839660548e-07,0.0015973133204749135,0.00028957899746993057
41,7.640048096666798e-07,0.001791951287032126,0.0002695444035764732
42,7.640048096666798e-07,0.001791951287032126,0.0002695444035764732
43,8.129947122347453e-07,0.0018993781170306163,0.00032763438884682116
44,8.12834033278509e-07,0.001899371683888863,0.0003275591359004915
45,8.146768236768944e-07,0.0019035641886004082,0.0003459847774652686
46,8.36583860171647e-07,0.001954669526545351,0.00034553687235776547
47,7.918564261294179e-07,0.0018525020330705736,0.00027677437786636215
48,7.918564261294179e-07,0.0018525020330705736,0.00027677437786636215
49,7.918564261294179e-07,0.0018525020330705736,0.00027677437786636215
50,8.724777850054872e-07,0.0020383323375144707,0.0004000935006644206
51,8.817336348765879e-07,0.002057868288086131,0.00041360619283462106
52,8.817336348765879e-07,0.002057868288086131,0.00041360619283462106
53,9.29294267179693e-07,0.0021724661618452625,0.0002980978438239687
54,9.419636535856049e-07,0.0022017172928094153,0.0003122876784251198
55,9.419636535856049e-07,0.0022017172928094153,0.0003122876784251198
56,9.458719744404472e-07,0.0022102884149586724,0.0003232358788197036
57,9.458719744404472e-07,0.0022102884149586724,0.0003232358788197036
58,9.458719744404472e-07,0.0022102884149586724,0.0003232358788197036
59,9.248719616747729e-07,0.002161807999770746,0.00034841759145620574
60,9.248719616747729e-07,0.002161807999770746,0.00034841759145620574
61,9.248719616747729e-07,0.002161807999770746,0.00034841759145620574
62,9.248719616747729e-07,0.002161807999770746,0.00034841759145620574
63,9.391536740292534e-07,0.0021903473070903636,0.0005319062704785603
64,9.391536740292534e-07,0.0021903473070903636,0.0005319062704785603
65,9.391536740292534e-07,0.0021903473070903636,0.0005319062704785603
66,9.391536740292534e-07,0.0021903473070903636,0.0005319062704785603
67,9.391536740292534e-07,0.0021903473070903636,0.0005319062704785603
68,9.391536740292534e-07,0.0021903473070903636,0.0005319062704785603
69,9.228944837388398e-07,0.002154967134607697,0.0004199572561221261
70,9.228944837388398e-07,0.002154967134607697,0.0004199572561221261
71,9.214413796282767e-07,0.002158579968451284,0.00023260442622317868
72,9.440000930884405e-07,0.002206940515734667,0.0002659226761114339
73,9.440000930884405e-07,0.002206940515734667,0.0002659226761114339
74,9.440000930884405e-07,0.002206940515734667,0.0002659226761114339
75,9.440000930884405e-07,0.002206940515734667,0.0002659226761114339
76,9.696244392633189e-07,0.0022663945024864116,0.00028380015479968556
77,9.585503201300346e-07,0.002240946880959985,0.00028062454170451977
78,9.71561949611799e-07,0.0022698607472435837,0.0003519913812783918
79,9.71561949611799e-07,0.0022698607472435837,0.0003519913812783918
80,9.71561949611799e-07,0.0022698607472435837,0.0003519913812783918
81,9.71561949611799e-07,0.0022698607472435837,0.0003519913812783918
82,9.71561949611799e-07,0.0022698607472435837,0.0003519913812783918
83,9.71561949611799e-07,0.0022698607472435837,0.0003519913812783918
84,9.71561949611799e-07,0.0022698607472435837,0.0003519913812783918
85,9.71561949611799e-07,0.0022698607472435837,0.0003519913812783918
86,1.0143086606096922e-06,0.002371455330811557,0.0002669831609540843
87,1.0143086606096922e-06,0.002371455330811557,0.0002669831609540843
88,1.0143086606096922e-06,0.002371455330811557,0.0002669831609540843
89,1.0143086606096922e-06,0.002371455330811557,0.0002669831609540843
90,1.0143086606096922e-06,0.002371455330811557,0.0002669831609540843
91,1.0143086606096922e-06,0.002371455330811557,0.0002669831609540843
92,1.0143086606096922e-06,0.002371455330811557,0.0002669831609540843
93,1.0143086606096922e-06,0.002371455330811557,0.0002669831609540843
94,1.0083150830649136e-06,0.002358189171507542,0.00023614748541014605
95,1.0083150830649136e-06,0.002358189171507542,0.00023614748541014605
96,1.0115009197589712e-06,0.00236525807526324,0.0002594531357637444
97,9.362033326565229e-07,0.0021899149760248255,0.0002444088196292062
98,9.362033326565229e-07,0.0021899149760248255,0.0002444088196292062
99,9.362033326565229e-07,0.0021899149760248255,0.0002444088196292062
100,9.087328706118641e-07,0.0021256956872506283,0.00024663991809854797
101,8.719580095837624e-07,0.002041054587521498,0.00021688581139393102
102,8.719580095837624e-07,0.002041054587521498,0.00021688581139393102
103,8.719580095837624e-07,0.002041054587521498,0.00021688581139393102
104,8.852482030239084e-07,0.0020741765170580865,0.00018584575433058283
105,8.852482030239084e-07,0.0020741765170580865,0.00018584575433058283
106,8.852482030239084e-07,0.0020741765170580865,0.00018584575433058283
107,8.617050572109272e-07,0.002015148032577501,0.00024402140036032188
108,8.617050572109272e-07,0.002015148032577501,0.00024402140036032188
109,8.252565029319979e-07,0.001931032474391998,0.00023484128122611272
110,8.252565029319979e-07,0.001931032474391998,0.00023484128122611272
111,8.252565029319979e-07,0.001931032474391998,0.00023484128122611272
112,8.252565029319979e-07,0.001931032474391998,0.00023484128122611272
113,7.862064544835054e-07,0.0018419305147186784,0.00023473010537890905
114,7.827899847296654e-07,0.001828939390526134,0.0003714289807836185
115,7.827899847296654e-07,0.001828939390526134,0.0003714289807836185
116,7.827899847296654e-07,0.001828939390526134,0.0003714289807836185
117,7.415720935908222e-07,0.0017290397031317765,0.0005339061707393104
118,7.460668519337333e-07,0.001735801271299858,0.0008356880189371055
119,7.460668519337333e-07,0.001735801271299858,0.0008356880189371055
120,7.460668519337333e-07,0.001735801271299858,0.0008356880189371055
121,7.460668519337333e-07,0.001735801271299858,0.0008356880189371055
122,5.999353654254724e-07,0.0014012642166241942,0.0007692968162457264
123,5.999353654254724e-07,0.0014012642166241942,0.0007692968162457264
124,5.999353654254724e-07,0.0014012642166241942,0.0007692968162457264
125,5.999353654254724e-07,0.0014012642166241942,0.0007692968162457264
126,5.999353654254724e-07,0.0014012642166241942,0.0007692968162457264
127,5.989208452683105e-07,0.0014004233991816253,0.0007716095198448764
128,6.232592872481875e-07,0.001454148710519306,0.0007506192378864634
129,6.232592872481875e-07,0.001454148710519306,0.0007506192378864634
130,6.836480532410261e-07,0.0015968044800041454,0.0005083349414124206
131,6.379856811171849e-07,0.0014809754190231764,0.0011746282664536762
132,6.379856811171849e-07,0.0014809754190231764,0.0011746282664536762
133,6.379856811171849e-07,0.0014809754190231764,0.0011746282664536762
134,6.820304119713823e-07,0.001584728569912028,0.00101610005449193
135,7.553518015770221e-07,0.001763405396258952,0.0005603136834491079
136,7.956325382509423e-07,0.001846840811596728,0.000919250620889979
137,7.548040368050328e-07,0.0017585592531492644,0.0006924318610720926
138,7.548040368050328e-07,0.0017585592531492644,0.0006924318610720926
139,7.548040368050328e-07,0.0017585592531492644,0.0006924318610720926
140,7.548040368050328e-07,0.0017585592531492644,0.0006924318610720926
141,7.628172241555139e-07,0.001780280484479068,0.0005143919841760534
142,7.177964508032385e-07,0.0016691095261923423,0.00094824943376919
143,7.177964508032385e-07,0.0016691095261923423,0.00094824943376919
144,7.300405926258468e-07,0.001698311110190884,0.0008389609111229987
145,7.300405926258468e-07,0.001698311110190884,0.0008389609111229987
146,7.428597877478924e-07,0.0017285044501506638,0.000825820879322031
147,7.428597877478924e-07,0.0017285044501506638,0.000825820879322031
148,7.428597877478924e-07,0.0017285044501506638,0.000825820879322031
149,7.947942881051951e-07,0.001836268669191569,0.0013611557653542623
150,7.947942881051951e-07,0.001836268669191569,0.0013611557653542623
151,7.867000606285771e-07,0.0018133486341965542,0.0015855740533750144
152,7.41220083816439e-07,0.0017156264540473145,0.0012289495307784722
153,7.41220083816439e-07,0.0017156264540473145,0.0012289495307784722
154,7.41220083816439e-07,0.0017156264540473145,0.0012289495307784722
155,7.194792045299784e-07,0.0016646710891386667,0.0012134104905227841
156,7.194792045299784e-07,0.0016646710891386667,0.0012134104905227841
157,7.194792045299784e-07,0.0016646710891386667,0.0012134104905227841
158,7.194792045299784e-07,0.0016646710891386667,0.0012134104905227841
159,7.126546788596626e-07,0.0016164422169706635,0.002673349189968203
160,7.878892284366943e-07,0.001796236059114701,0.0024461972738025538
161,7.753182140613744e-07,0.001765442118491702,0.0025624300918902984
162,7.753182140613744e-07,0.001765442118491702,0.0025624300918902984
163,7.753182140613744e-07,0.001765442118491702,0.0025624300918902984
164,7.522625172349933e-07,0.001716161593493731,0.002285962057641149
165,7.547381208089919e-07,0.0017270178265459326,0.0021800327042647903
166,7.547381208089919e-07,0.0017270178265459326,0.0021800327042647903
167,7.55109303518911e-07,0.0017352509573817744,0.001691902988368268
168,7.55109303518911e-07,0.0017352509573817744,0.001691902988368268
169,7.55109303518911e-07,0.0017352509573817744,0.001691902988368268
170,7.028700880770782e-07,0.0016161749107028054,0.0017971128337427678
171,7.911190434270376e-07,0.001819799167031578,0.0017906496961554508
172,7.911190434270376e-07,0.001819799167031578,0.0017906496961554508
173,7.522448121760365e-07,0.0017382682132771486,0.0014526258638787974
174,7.086067190854239e-07,0.0016520160068884246,0.0009534652234250766
