,r3,a21
0,5.225469053230677e-08,3.2102099725044546e-05
1,5.2279139757301125e-08,3.211376502605445e-05
2,5.226914663429848e-08,3.212242052445444e-05
3,5.225400633460986e-08,3.211728147830925e-05
4,5.225400633460986e-08,3.211728147830925e-05
5,5.226535470494162e-08,3.213380407236314e-05
6,5.2265015703774655e-08,3.213136040552404e-05
7,5.225809379944417e-08,3.213098838149921e-05
8,5.225809379944417e-08,3.213098838149921e-05
9,5.225162989959357e-08,3.2122078820792214e-05
10,5.2254561437858564e-08,3.2127429359471506e-05
11,5.2250082953606084e-08,3.2122575693365085e-05
12,5.2248862869581324e-08,3.2118875871690585e-05
13,5.2273617020223e-08,3.213404171772372e-05
14,5.228065095121158e-08,3.2135588009911734e-05
15,5.2274224120865825e-08,3.212991517398695e-05
16,5.225791755638892e-08,3.211581621867565e-05
17,5.226445493086313e-08,3.2125947811767996e-05
18,5.226144671163723e-08,3.2110764555547374e-05
19,5.226144671163723e-08,3.2110764555547374e-05
20,5.22713317326626e-08,3.212339366154338e-05
21,5.22713317326626e-08,3.212339366154338e-05
22,5.2259918328019405e-08,3.212032306152793e-05
23,5.2262526711477094e-08,3.212583540097529e-05
24,5.2261256271995716e-08,3.212133699246757e-05
25,5.2251950612089004e-08,3.211795525492524e-05
26,5.226580233960744e-08,3.211937284540312e-05
27,5.227067391407752e-08,3.212916970418236e-05
28,5.227067391407752e-08,3.212916970418236e-05
29,5.227067391407752e-08,3.212916970418236e-05
30,5.22713938945512e-08,3.212674483010162e-05
31,5.2258631338667975e-08,3.211245797855218e-05
32,5.2258631338667975e-08,3.211245797855218e-05
33,5.227334636593109e-08,3.211925585309559e-05
34,5.226972552611743e-08,3.210589401397604e-05
35,5.226972552611743e-08,3.210589401397604e-05
36,5.225565057320753e-08,3.209618257863069e-05
37,5.2278054749801596e-08,3.210864817526122e-05
38,5.2277160714034286e-08,3.2108163776935297e-05
39,5.2283266313958894e-08,3.211014785876656e-05
40,5.228270813569344e-08,3.211627626138587e-05
41,5.227638163643545e-08,3.211465483965689e-05
42,5.2282916484900513e-08,3.2123506791245136e-05
43,5.227972521214289e-08,3.2122481379292996e-05
44,5.22837031047825e-08,3.211869930146355e-05
45,5.22837031047825e-08,3.211869930146355e-05
46,5.2245363334612374e-08,3.209528132872076e-05
47,5.2234311967525686e-08,3.209184043971715e-05
48,5.2244964919097303e-08,3.209507526824442e-05
49,5.223480752118659e-08,3.2091822829337037e-05
50,5.223480752118659e-08,3.2091822829337037e-05
51,5.2235458236167613e-08,3.20922782269342e-05
52,5.2235458236167613e-08,3.20922782269342e-05
53,5.2235458236167613e-08,3.20922782269342e-05
54,5.2245929257783735e-08,3.2097406077837895e-05
55,5.22422684298536e-08,3.209577595461941e-05
56,5.2249441407748424e-08,3.210082064498879e-05
57,5.2238483085151514e-08,3.210151097173851e-05
58,5.222749432660913e-08,3.2095202766573975e-05
59,5.2237124669221554e-08,3.209891438871036e-05
60,5.223251557405569e-08,3.209344528862413e-05
61,5.2227002256501305e-08,3.2094389289116765e-05
62,5.2227002256501305e-08,3.2094389289116765e-05
63,5.2227902576472166e-08,3.209655977098698e-05
64,5.222908340772967e-08,3.209872869140099e-05
65,5.222908340772967e-08,3.209872869140099e-05
66,5.222908340772967e-08,3.209872869140099e-05
67,5.222908340772967e-08,3.209872869140099e-05
68,5.223542057595593e-08,3.2099789692759574e-05
69,5.222847302635874e-08,3.209592052013505e-05
70,5.222847302635874e-08,3.209592052013505e-05
71,5.223484763499969e-08,3.2098011761766416e-05
72,5.223433513185518e-08,3.20968235836944e-05
73,5.224647649486833e-08,3.210464001354282e-05
74,5.225886045594768e-08,3.2104480942498544e-05
75,5.227412801330785e-08,3.212223877718929e-05
76,5.227412801330785e-08,3.212223877718929e-05
77,5.2281410433354174e-08,3.21353856052604e-05
78,5.2277085039240564e-08,3.2130200748097045e-05
79,5.2277085039240564e-08,3.2130200748097045e-05
80,5.22604401799267e-08,3.212098244685973e-05
81,5.224214193275176e-08,3.211094887004041e-05
82,5.224434741096574e-08,3.211573746269255e-05
83,5.22401848206565e-08,3.21122691902678e-05
84,5.2230753574312926e-08,3.2102272411075405e-05
85,5.2230753574312926e-08,3.2102272411075405e-05
86,5.222957814082776e-08,3.2101000020865684e-05
87,5.2227152477598075e-08,3.20997985815092e-05
88,5.2239259404225115e-08,3.210606845002899e-05
89,5.2250837140961595e-08,3.211386214037824e-05
90,5.2250837140961595e-08,3.211386214037824e-05
91,5.2249323606398676e-08,3.2109762963482154e-05
92,5.2247973315676785e-08,3.21059125128064e-05
93,5.224045404796411e-08,3.21056417309334e-05
94,5.225919817371418e-08,3.212288535641791e-05
95,5.226067222639171e-08,3.212462064210747e-05
96,5.2268516110529906e-08,3.212239616301589e-05
97,5.226699765157042e-08,3.211659483258996e-05
98,5.2255300951859584e-08,3.2099728249751016e-05
99,5.22422988024343e-08,3.2100218571064264e-05
100,5.224225283601154e-08,3.209980235718075e-05
101,5.224225283601154e-08,3.209980235718075e-05
102,5.224225283601154e-08,3.209980235718075e-05
103,5.224885103325303e-08,3.2103441933553724e-05
104,5.2243522117253984e-08,3.2096112517527704e-05
105,5.226020933639299e-08,3.209894943527091e-05
106,5.226312405279283e-08,3.2102754017676305e-05
107,5.2278459690760746e-08,3.2113616584683005e-05
108,5.227548615517127e-08,3.2106065388289686e-05
109,5.226934469646857e-08,3.210565802132944e-05
110,5.2258059835824345e-08,3.210454200702512e-05
111,5.2258059835824345e-08,3.210454200702512e-05
112,5.2264708983707727e-08,3.2105119917765454e-05
113,5.2264708983707727e-08,3.2105119917765454e-05
114,5.2282743567337434e-08,3.211667007647908e-05
115,5.2285598398356816e-08,3.211869959866238e-05
116,5.2293215131396525e-08,3.21242450688517e-05
117,5.2284838259680895e-08,3.211649008358428e-05
118,5.228645476675957e-08,3.2111017930572105e-05
119,5.2281632377077144e-08,3.210430155367165e-05
120,5.229057345399059e-08,3.210748733428272e-05
121,5.229528794524978e-08,3.2121493673330676e-05
122,5.229753183012222e-08,3.211997176402017e-05
123,5.229753183012222e-08,3.211997176402017e-05
124,5.2303392993041874e-08,3.213206636463364e-05
125,5.229983204144203e-08,3.212833583821198e-05
126,5.2291491205393574e-08,3.2113148145333365e-05
127,5.2294096868645154e-08,3.211783942186401e-05
128,5.2300042269399946e-08,3.212852056501071e-05
129,5.2300042269399946e-08,3.212852056501071e-05
130,5.2300072802174785e-08,3.213295168266715e-05
131,5.230030328965625e-08,3.213757921783974e-05
132,5.230126183374994e-08,3.213903291957695e-05
133,5.230113794720328e-08,3.2133681847513284e-05
134,5.2293979528251504e-08,3.2123998203496285e-05
135,5.2293979528251504e-08,3.2123998203496285e-05
136,5.229844559641196e-08,3.213406908651219e-05
137,5.22720285261148e-08,3.2117173898672234e-05
138,5.227476040633867e-08,3.211011527985677e-05
139,5.227476040633867e-08,3.211011527985677e-05
140,5.2266596110278936e-08,3.209950647079461e-05
141,5.2266596110278936e-08,3.209950647079461e-05
142,5.2272195565754646e-08,3.209996248074976e-05
143,5.2279381872423865e-08,3.2115495253706785e-05
144,5.228167604469278e-08,3.211820066617744e-05
145,5.227217462259622e-08,3.211243246596292e-05
146,5.227217462259622e-08,3.211243246596292e-05
147,5.226638114647077e-08,3.210476513765891e-05
148,5.2264516493689265e-08,3.210503730125163e-05
149,5.225013601236533e-08,3.210425502965198e-05
150,5.225094600452999e-08,3.2107645577120864e-05
151,5.2242883015086794e-08,3.21017895589942e-05
152,5.2237695527972504e-08,3.209770399805255e-05
153,5.225584684583372e-08,3.2103769256649226e-05
154,5.225584684583372e-08,3.2103769256649226e-05
155,5.225584684583372e-08,3.2103769256649226e-05
156,5.225670645929268e-08,3.20992219084486e-05
157,5.226129728763185e-08,3.209734711353766e-05
158,5.2261471888205527e-08,3.2094172439356734e-05
159,5.2261471888205527e-08,3.2094172439356734e-05
160,5.227449104746525e-08,3.2095184539948904e-05
161,5.225101275633055e-08,3.208938850106657e-05
