,r2,r3
0,1.1947289944930267e-06,0.002741027989571483
1,1.1947289944930267e-06,0.002741027989571483
2,1.1947289944930267e-06,0.002741027989571483
3,1.1947289944930267e-06,0.002741027989571483
4,1.1947289944930267e-06,0.002741027989571483
5,1.1947289944930267e-06,0.002741027989571483
6,1.1947289944930267e-06,0.002741027989571483
7,1.1947289944930267e-06,0.002741027989571483
8,1.1947289944930267e-06,0.002741027989571483
9,1.1947289944930267e-06,0.002741027989571483
10,1.1947289944930267e-06,0.002741027989571483
11,1.1947289944930267e-06,0.002741027989571483
12,1.1947289944930267e-06,0.002741027989571483
13,1.1947289944930267e-06,0.002741027989571483
14,1.1947289944930267e-06,0.002741027989571483
15,1.1947289944930267e-06,0.002741027989571483
16,1.1947289944930267e-06,0.002741027989571483
17,1.1947289944930267e-06,0.002741027989571483
18,1.1947289944930267e-06,0.002741027989571483
19,1.1947289944930267e-06,0.002741027989571483
20,1.1947289944930267e-06,0.002741027989571483
21,1.1947289944930267e-06,0.002741027989571483
22,1.1947289944930267e-06,0.002741027989571483
23,1.1947289944930267e-06,0.002741027989571483
24,1.1947289944930267e-06,0.002741027989571483
25,1.1947289944930267e-06,0.002741027989571483
26,1.1947289944930267e-06,0.002741027989571483
27,1.1947289944930267e-06,0.002741027989571483
28,1.1947289944930267e-06,0.002741027989571483
29,1.1947289944930267e-06,0.002741027989571483
30,1.1947289944930267e-06,0.002741027989571483
31,1.1947289944930267e-06,0.002741027989571483
32,1.1944557117827219e-06,0.0027403876636613637
33,1.1944557117827219e-06,0.0027403876636613637
34,1.1944557117827219e-06,0.0027403876636613637
35,1.1944557117827219e-06,0.0027403876636613637
36,1.1944557117827219e-06,0.0027403876636613637
37,1.1944557117827219e-06,0.0027403876636613637
38,1.1944557117827219e-06,0.0027403876636613637
39,1.1944557117827219e-06,0.0027403876636613637
40,1.1944557117827219e-06,0.0027403876636613637
41,1.1944557117827219e-06,0.0027403876636613637
42,1.1944557117827219e-06,0.0027403876636613637
43,1.1944557117827219e-06,0.0027403876636613637
44,1.1944557117827219e-06,0.0027403876636613637
45,1.1944557117827219e-06,0.0027403876636613637
46,1.1944557117827219e-06,0.0027403876636613637
47,1.1942335929640584e-06,0.0027398735239883214
48,1.1942335929640584e-06,0.0027398735239883214
49,1.1942335929640584e-06,0.0027398735239883214
50,1.1942335929640584e-06,0.0027398735239883214
51,1.1942335929640584e-06,0.0027398735239883214
52,1.1942335929640584e-06,0.0027398735239883214
53,1.1942335929640584e-06,0.0027398735239883214
54,1.1942335929640584e-06,0.0027398735239883214
55,1.1942335929640584e-06,0.0027398735239883214
56,1.19428534237142e-06,0.0027399915710377473
57,1.19428534237142e-06,0.0027399915710377473
58,1.19428534237142e-06,0.0027399915710377473
59,1.19428534237142e-06,0.0027399915710377473
60,1.19428534237142e-06,0.0027399915710377473
61,1.19428534237142e-06,0.0027399915710377473
62,1.19428534237142e-06,0.0027399915710377473
63,1.19428534237142e-06,0.0027399915710377473
64,1.19428534237142e-06,0.0027399915710377473
65,1.19428534237142e-06,0.0027399915710377473
66,1.19428534237142e-06,0.0027399915710377473
67,1.19428534237142e-06,0.0027399915710377473
68,1.19428534237142e-06,0.0027399915710377473
69,1.19428534237142e-06,0.0027399915710377473
