,m,a1,a2
57,0.12137398002654197,0.0002553218226880283,2.4570089100571403e-06
58,0.12137398002654197,0.0002553218226880283,2.4570089100571403e-06
59,0.12137398002654197,0.0002553218226880283,2.4570089100571403e-06
60,0.12385014895240314,0.0002452943905518799,2.3662339588844532e-06
61,0.12385014895240314,0.0002452943905518799,2.3662339588844532e-06
62,0.12385014895240314,0.0002452943905518799,2.3662339588844532e-06
63,0.12621559241283756,0.00024209468922251507,2.3328647194747558e-06
64,0.12607857217108473,0.00025252479112820094,2.3844789064913525e-06
65,0.12524675872086447,0.0002606592416617892,2.4472394577840932e-06
66,0.12524675872086447,0.0002606592416617892,2.4472394577840932e-06
67,0.12524675872086447,0.0002606592416617892,2.4472394577840932e-06
68,0.12462050128447615,0.0002675116027190608,2.504782832522614e-06
69,0.12473082065053884,0.0002630479619329541,2.4647704782585415e-06
70,0.1239837002037788,0.00026999750074137855,2.526084939569136e-06
71,0.12306710754352569,0.0002692291683902464,2.5281369347499845e-06
72,0.12306710754352569,0.0002692291683902464,2.5281369347499845e-06
73,0.12386584022413095,0.00025908904369959174,2.446459961514134e-06
74,0.11960112125097863,0.00025627573212815626,2.4784585290767953e-06
75,0.11769314503637825,0.0002556567170756083,2.492281812055548e-06
76,0.11769314503637825,0.0002556567170756083,2.492281812055548e-06
77,0.11769314503637825,0.0002556567170756083,2.492281812055548e-06
78,0.11769314503637825,0.0002556567170756083,2.492281812055548e-06
79,0.11800603546541107,0.0002501364539171493,2.4492172396427656e-06
80,0.11845864250008403,0.0002543581346276988,2.4656224400158504e-06
81,0.11908612770943175,0.00025628163095001643,2.4747886012216288e-06
82,0.11908612770943175,0.00025628163095001643,2.4747886012216288e-06
83,0.1259030452561563,0.00027695329693836764,2.5395629086391435e-06
84,0.1259030452561563,0.00027695329693836764,2.5395629086391435e-06
85,0.1259030452561563,0.00027695329693836764,2.5395629086391435e-06
86,0.12492339208999127,0.0002745256463003333,2.541520192378791e-06
87,0.12492339208999127,0.0002745256463003333,2.541520192378791e-06
88,0.12415439329797691,0.0002650309082707862,2.483654421365522e-06
89,0.12269517938554891,0.00026746485779450993,2.5202241480181205e-06
90,0.12245543176814966,0.0002709114203404492,2.5452110700225056e-06
91,0.12027621678199778,0.00025547207637437793,2.4676279159233714e-06
92,0.12200467136290251,0.0002652147637617563,2.5040195906113293e-06
93,0.1224737051451095,0.0002564182738978898,2.4497749871076844e-06
94,0.12408418043423732,0.00025904501484616825,2.459184746461463e-06
95,0.12408418043423732,0.00025904501484616825,2.459184746461463e-06
96,0.1251888137660951,0.00026312137133683807,2.4753112389743803e-06
97,0.12527787391765374,0.0002476406917141443,2.3808410553208316e-06
98,0.12527787391765374,0.0002476406917141443,2.3808410553208316e-06
99,0.12649663036752967,0.00025308284377267143,2.3952353864951935e-06
100,0.12649663036752967,0.00025308284377267143,2.3952353864951935e-06
101,0.12649663036752967,0.00025308284377267143,2.3952353864951935e-06
102,0.12745642063740928,0.0002540639161489933,2.3846327979214883e-06
103,0.1278979763773226,0.0002745377943928792,2.5160115333529044e-06
104,0.1278979763773226,0.0002745377943928792,2.5160115333529044e-06
105,0.12845363438446006,0.0002795931715278956,2.532605395915078e-06
106,0.12845363438446006,0.0002795931715278956,2.532605395915078e-06
107,0.12845363438446006,0.0002795931715278956,2.532605395915078e-06
108,0.12845363438446006,0.0002795931715278956,2.532605395915078e-06
109,0.12800569781896698,0.000264418346112363,2.4466286841095496e-06
110,0.12800569781896698,0.000264418346112363,2.4466286841095496e-06
111,0.12764956177943376,0.0002583080889102469,2.4223217263100284e-06
112,0.12764956177943376,0.0002583080889102469,2.4223217263100284e-06
113,0.12831713963921815,0.0002742324836769071,2.497491750705181e-06
114,0.1282337818376991,0.0002616107328916672,2.434628718938527e-06
115,0.1282337818376991,0.0002616107328916672,2.434628718938527e-06
116,0.12795354241113732,0.00026083954925491435,2.434748023780223e-06
117,0.12795354241113732,0.00026083954925491435,2.434748023780223e-06
118,0.12888518218586692,0.0002627927468723736,2.416310168028319e-06
119,0.12899958757347751,0.0002638831481841027,2.4208611706669863e-06
120,0.12912648636445437,0.00025204745455684776,2.361286977803543e-06
121,0.129262360348157,0.00024380225843438215,2.318110006973597e-06
122,0.12919786883251297,0.00025046571740777865,2.347816578437131e-06
123,0.12885683989179322,0.00024714300921705135,2.343171261327147e-06
124,0.12887049747757034,0.00024203305568232746,2.320617923588909e-06
125,0.12931099135688612,0.00024373305446736106,2.3075081493119747e-06
126,0.12931099135688612,0.00024373305446736106,2.3075081493119747e-06
127,0.12948519395754093,0.0002420944862796865,2.3018722982104623e-06
128,0.12932307621045805,0.00024081802804546757,2.302616009714746e-06
129,0.12932307621045805,0.00024081802804546757,2.302616009714746e-06
130,0.12919595495552003,0.00024086089212705343,2.3055404206964558e-06
131,0.12864311592153738,0.00024410561159673142,2.329457112111798e-06
132,0.12864311592153738,0.00024410561159673142,2.329457112111798e-06
133,0.1286700807102813,0.00025893727325614676,2.417191726533618e-06
134,0.1286700807102813,0.00025893727325614676,2.417191726533618e-06
135,0.12917146845865662,0.00026845392198480473,2.457843716711097e-06
136,0.1291529209037443,0.0002645097490692991,2.4327537778338774e-06
137,0.1291529209037443,0.0002645097490692991,2.4327537778338774e-06
138,0.1291529209037443,0.0002645097490692991,2.4327537778338774e-06
139,0.12891385429523503,0.00025616166013911685,2.395456294728518e-06
140,0.12883235456518463,0.0002518237394588406,2.3708502916785397e-06
141,0.12883235456518463,0.0002518237394588406,2.3708502916785397e-06
142,0.12907853304711647,0.000254030987178731,2.3769012079304842e-06
143,0.12907853304711647,0.000254030987178731,2.3769012079304842e-06
144,0.1289614184582384,0.0002571147837692176,2.398334734345713e-06
145,0.1289614184582384,0.0002571147837692176,2.398334734345713e-06
146,0.1289614184582384,0.0002571147837692176,2.398334734345713e-06
147,0.12881195778903798,0.0002540747056306399,2.3882747992909467e-06
148,0.12893124955121987,0.00026655453892083744,2.4539513026119134e-06
149,0.12893124955121987,0.00026655453892083744,2.4539513026119134e-06
150,0.12893124955121987,0.00026655453892083744,2.4539513026119134e-06
151,0.12895651020515408,0.00026719369542950363,2.4523754249189806e-06
152,0.12895651020515408,0.00026719369542950363,2.4523754249189806e-06
153,0.12895651020515408,0.00026719369542950363,2.4523754249189806e-06
154,0.12902733373015887,0.0002764507689524877,2.5030222599396848e-06
155,0.12902733373015887,0.0002764507689524877,2.5030222599396848e-06
156,0.12902733373015887,0.0002764507689524877,2.5030222599396848e-06
157,0.12902733373015887,0.0002764507689524877,2.5030222599396848e-06
158,0.12934267213056405,0.0002853493916414528,2.5431084263519643e-06
159,0.12936223837680308,0.00028434074653792816,2.543348731993766e-06
160,0.12888481852232214,0.00026642581782861964,2.447922761170516e-06
161,0.12888481852232214,0.00026642581782861964,2.447922761170516e-06
162,0.12888481852232214,0.00026642581782861964,2.447922761170516e-06
163,0.12888481852232214,0.00026642581782861964,2.447922761170516e-06
164,0.12888481852232214,0.00026642581782861964,2.447922761170516e-06
165,0.12887238852604047,0.00026726892408411563,2.450445401547245e-06
166,0.12887238852604047,0.00026726892408411563,2.450445401547245e-06
167,0.12911085602956723,0.0002611640408350634,2.4140295108081484e-06
168,0.12911085602956723,0.0002611640408350634,2.4140295108081484e-06
169,0.12883520174525503,0.0002593364894785028,2.4161470115573913e-06
170,0.12883520174525503,0.0002593364894785028,2.4161470115573913e-06
171,0.12873183621854528,0.00026751299812956134,2.4557759303619397e-06
172,0.12847558855325053,0.00026057919731247353,2.4241108611181824e-06
173,0.12786509209893399,0.00026260542571234744,2.426741167098419e-06
174,0.12808651739778465,0.00025961650263665,2.4200452339251516e-06
175,0.12760683707419598,0.00025253904866305457,2.387980553170104e-06
176,0.128467310259476,0.000264548288304792,2.441708359637257e-06
177,0.128467310259476,0.000264548288304792,2.441708359637257e-06
178,0.12866700276871118,0.0002675959125045356,2.4558933615742956e-06
179,0.1286531165018565,0.00027482958797236305,2.495984729104976e-06
180,0.1283156604753303,0.00028161553587127604,2.542640256974802e-06
181,0.1283156604753303,0.00028161553587127604,2.542640256974802e-06
182,0.1283156604753303,0.00028161553587127604,2.542640256974802e-06
183,0.1283156604753303,0.00028161553587127604,2.542640256974802e-06
184,0.12844070545405994,0.0002840714060299113,2.5514551667801684e-06
185,0.12844070545405994,0.0002840714060299113,2.5514551667801684e-06
186,0.12844070545405994,0.0002840714060299113,2.5514551667801684e-06
187,0.12844070545405994,0.0002840714060299113,2.5514551667801684e-06
188,0.12844070545405994,0.0002840714060299113,2.5514551667801684e-06
189,0.12851040212378187,0.00028317956818478887,2.5435364662135067e-06
190,0.12845877384472398,0.00028043419422621126,2.5338996025538884e-06
191,0.1250557572567239,0.00027647003833580606,2.552136637035765e-06
192,0.1250557572567239,0.00027647003833580606,2.552136637035765e-06
193,0.1250557572567239,0.00027647003833580606,2.552136637035765e-06
194,0.12502203726519645,0.0002759938612211968,2.5512492846286533e-06
195,0.12502203726519645,0.0002759938612211968,2.5512492846286533e-06
196,0.12502203726519645,0.0002759938612211968,2.5512492846286533e-06
197,0.12502203726519645,0.0002759938612211968,2.5512492846286533e-06
198,0.1247572657368636,0.00027484094437339355,2.536996621645601e-06
199,0.1247572657368636,0.00027484094437339355,2.536996621645601e-06
200,0.1247572657368636,0.00027484094437339355,2.536996621645601e-06
201,0.1247572657368636,0.00027484094437339355,2.536996621645601e-06
202,0.12761194055995037,0.0002799900916194829,2.5356401959326004e-06
203,0.12761194055995037,0.0002799900916194829,2.5356401959326004e-06
204,0.12761194055995037,0.0002799900916194829,2.5356401959326004e-06
205,0.12539722454344143,0.00028171508098404156,2.571866295733892e-06
206,0.12539722454344143,0.00028171508098404156,2.571866295733892e-06
207,0.12557022960504877,0.00028350872153710233,2.582366843098634e-06
208,0.12557022960504877,0.00028350872153710233,2.582366843098634e-06
209,0.12458340599830912,0.0002831364646322,2.589350292379143e-06
210,0.12419322423925656,0.00027435291175511537,2.534868998689963e-06
211,0.1244612087855075,0.00027602791040274964,2.546994351129608e-06
212,0.1244612087855075,0.00027602791040274964,2.546994351129608e-06
213,0.12725960685687784,0.00028984026797649703,2.6055849297690305e-06
214,0.12725960685687784,0.00028984026797649703,2.6055849297690305e-06
215,0.1277115388717098,0.0002923185118149538,2.6101147065518894e-06
216,0.12904382427488104,0.00030279660323369545,2.6601022960354903e-06
217,0.128414432693772,0.0003042377243886331,2.679524739192011e-06
218,0.1284954567018768,0.00029742553262558966,2.615549490456527e-06
219,0.1284954567018768,0.00029742553262558966,2.615549490456527e-06
220,0.1277587331284286,0.0002977373229120712,2.639087014033509e-06
221,0.12670958282749312,0.00029247717618387974,2.61345864546513e-06
222,0.12709926813205544,0.0002920899329257808,2.61206140031141e-06
223,0.1283493121724438,0.0002959026795837462,2.619669163266165e-06
224,0.1283493121724438,0.0002959026795837462,2.619669163266165e-06
225,0.12774355057258344,0.00029337458696238126,2.6193714725308586e-06
226,0.12701396376877674,0.0002896845036799923,2.5998810711782356e-06
227,0.1276053724999314,0.00029076457382896893,2.6063397152607287e-06
228,0.1276053724999314,0.00029076457382896893,2.6063397152607287e-06
229,0.12541119560033503,0.00028404401510227366,2.5807270413823785e-06
230,0.12541119560033503,0.00028404401510227366,2.5807270413823785e-06
231,0.12299474575640801,0.00028604242870036137,2.629015832181378e-06
232,0.12188231659716237,0.00028667008100061094,2.642967907594062e-06
233,0.11639268838049198,0.0002951701972193898,2.7498451964611416e-06
234,0.11639268838049198,0.0002951701972193898,2.7498451964611416e-06
235,0.1121392634639894,0.0002978385535223663,2.7993999491413613e-06
236,0.1121392634639894,0.0002978385535223663,2.7993999491413613e-06
237,0.11411192034020509,0.0003009709338668579,2.806149025032347e-06
238,0.11191680941560565,0.00030448257230014035,2.8497684219222308e-06
239,0.11191680941560565,0.00030448257230014035,2.8497684219222308e-06
240,0.11191680941560565,0.00030448257230014035,2.8497684219222308e-06
241,0.11191680941560565,0.00030448257230014035,2.8497684219222308e-06
242,0.11191680941560565,0.00030448257230014035,2.8497684219222308e-06
243,0.11378043434476305,0.0003058350099167645,2.851027538639018e-06
244,0.11421540064746077,0.00030559906167018386,2.8371902708477167e-06
245,0.11421540064746077,0.00030559906167018386,2.8371902708477167e-06
246,0.11644429419158638,0.0003033039268143755,2.793083555876323e-06
247,0.11644429419158638,0.0003033039268143755,2.793083555876323e-06
248,0.11644429419158638,0.0003033039268143755,2.793083555876323e-06
249,0.11644429419158638,0.0003033039268143755,2.793083555876323e-06
250,0.11678183549197299,0.0003021252706569336,2.7796944643552025e-06
251,0.11678183549197299,0.0003021252706569336,2.7796944643552025e-06
252,0.11678183549197299,0.0003021252706569336,2.7796944643552025e-06
253,0.11688341867726298,0.00030477918144485554,2.8019747003702607e-06
254,0.11573303312931475,0.0003052895495622676,2.8106084679189576e-06
255,0.11573303312931475,0.0003052895495622676,2.8106084679189576e-06
256,0.11573303312931475,0.0003052895495622676,2.8106084679189576e-06
257,0.11573303312931475,0.0003052895495622676,2.8106084679189576e-06
258,0.1110938374201381,0.0003106624477874881,2.8920758335941086e-06
259,0.1110938374201381,0.0003106624477874881,2.8920758335941086e-06
260,0.1111609513341358,0.00031163152502988815,2.9026255635834194e-06
261,0.1158345146765093,0.00030346470073593394,2.7918577988776595e-06
262,0.1158345146765093,0.00030346470073593394,2.7918577988776595e-06
263,0.1158345146765093,0.00030346470073593394,2.7918577988776595e-06
264,0.12028331207335495,0.00029770216501574516,2.715320456676737e-06
265,0.11891776778125492,0.00029701926153339594,2.7332672700783398e-06
266,0.11413228153134351,0.00030188717192152506,2.8067685690265513e-06
267,0.11506561571931391,0.000307427823284889,2.842420130246341e-06
268,0.11506561571931391,0.000307427823284889,2.842420130246341e-06
269,0.11711149551463977,0.00029693309763874576,2.737327619240133e-06
270,0.12527759661527366,0.00028805033527517246,2.611240650424925e-06
271,0.12824308689605501,0.00025690904337573545,2.4027392184990964e-06
272,0.12824308689605501,0.00025690904337573545,2.4027392184990964e-06
273,0.12824308689605501,0.00025690904337573545,2.4027392184990964e-06
274,0.12824308689605501,0.00025690904337573545,2.4027392184990964e-06
275,0.12824308689605501,0.00025690904337573545,2.4027392184990964e-06
276,0.12928875040019971,0.00027635518781741244,2.495900210491466e-06
277,0.12928875040019971,0.00027635518781741244,2.495900210491466e-06
278,0.12928875040019971,0.00027635518781741244,2.495900210491466e-06
279,0.129450717473786,0.00026502112329742565,2.4354615475953703e-06
280,0.129450717473786,0.00026502112329742565,2.4354615475953703e-06
281,0.12919756383617134,0.0002601953614207101,2.412035580248404e-06
282,0.12919756383617134,0.0002601953614207101,2.412035580248404e-06
283,0.12919756383617134,0.0002601953614207101,2.412035580248404e-06
284,0.12919756383617134,0.0002601953614207101,2.412035580248404e-06
285,0.12871200900151678,0.00025067901434402035,2.3705864568570354e-06
286,0.12871200900151678,0.00025067901434402035,2.3705864568570354e-06
287,0.1276049562393707,0.0002635652878661256,2.4424908983880204e-06
288,0.12849829645715205,0.00027991771451930014,2.5304884555604304e-06
289,0.12849829645715205,0.00027991771451930014,2.5304884555604304e-06
290,0.12795354150709107,0.00027281334979229003,2.4961491603275275e-06
291,0.12519603300145332,0.0002778164732678932,2.5452905978538237e-06
292,0.11716099332798056,0.0002962021692080666,2.7270305433375484e-06
293,0.11461365238958639,0.0003056187714116541,2.838382690767686e-06
294,0.11461365238958639,0.0003056187714116541,2.838382690767686e-06
295,0.11314617271750897,0.000302459914997572,2.8042135334255947e-06
296,0.11314617271750897,0.000302459914997572,2.8042135334255947e-06
297,0.114515184352694,0.0003063777309497527,2.8384044618106344e-06
298,0.114515184352694,0.0003063777309497527,2.8384044618106344e-06
299,0.11362838291989022,0.0003051557210738205,2.8294966359553883e-06
300,0.11362838291989022,0.0003051557210738205,2.8294966359553883e-06
301,0.11362838291989022,0.0003051557210738205,2.8294966359553883e-06
302,0.11135170848578853,0.0003073014488979778,2.8719839896326485e-06
303,0.11121458068868177,0.0003065357352508141,2.87207911952726e-06
304,0.11597675844059392,0.0002994437345796763,2.7792678748395947e-06
305,0.11597675844059392,0.0002994437345796763,2.7792678748395947e-06
306,0.1136183064436818,0.0002988678202427501,2.795009378167114e-06
307,0.11216313132155371,0.0002995036859598558,2.813788895128567e-06
308,0.11216313132155371,0.0002995036859598558,2.813788895128567e-06
309,0.1188135466378284,0.00028140437463324355,2.6374458481546236e-06
310,0.1188135466378284,0.00028140437463324355,2.6374458481546236e-06
311,0.1188135466378284,0.00028140437463324355,2.6374458481546236e-06
312,0.11364661384890502,0.0002977507567618897,2.790466152736398e-06
313,0.11364661384890502,0.0002977507567618897,2.790466152736398e-06
314,0.11364661384890502,0.0002977507567618897,2.790466152736398e-06
315,0.11165724757898292,0.0002989139390788474,2.818255922209329e-06
316,0.11165724757898292,0.0002989139390788474,2.818255922209329e-06
317,0.11165724757898292,0.0002989139390788474,2.818255922209329e-06
318,0.11314365583663495,0.0002971743855860092,2.7939097305453384e-06
319,0.11314365583663495,0.0002971743855860092,2.7939097305453384e-06
320,0.11314365583663495,0.0002971743855860092,2.7939097305453384e-06
321,0.1121392392003586,0.00029502039969611215,2.7862295587206704e-06
322,0.1161342654931425,0.0002798037661600052,2.659472151642568e-06
323,0.11357212790831335,0.0002623409535215667,2.5712645308214396e-06
324,0.10755652470432192,0.000290504949434337,2.819557945474802e-06
325,0.10755652470432192,0.000290504949434337,2.819557945474802e-06
326,0.10755652470432192,0.000290504949434337,2.819557945474802e-06
327,0.1044896920400874,0.00028640867781363783,2.827764070890978e-06
328,0.10760067670843768,0.00028383297893823096,2.792156518848608e-06
329,0.10421720303381668,0.00028008220698706374,2.7937074114526408e-06
330,0.10421720303381668,0.00028008220698706374,2.7937074114526408e-06
331,0.10421720303381668,0.00028008220698706374,2.7937074114526408e-06
332,0.10421720303381668,0.00028008220698706374,2.7937074114526408e-06
333,0.10421720303381668,0.00028008220698706374,2.7937074114526408e-06
334,0.10421720303381668,0.00028008220698706374,2.7937074114526408e-06
335,0.10421720303381668,0.00028008220698706374,2.7937074114526408e-06
336,0.10421720303381668,0.00028008220698706374,2.7937074114526408e-06
337,0.10470282718786364,0.0002822287914182154,2.8040013482571046e-06
338,0.10470282718786364,0.0002822287914182154,2.8040013482571046e-06
339,0.10688382346312165,0.00027502206142172663,2.7391273652496077e-06
340,0.10688382346312165,0.00027502206142172663,2.7391273652496077e-06
341,0.10688382346312165,0.00027502206142172663,2.7391273652496077e-06
342,0.10686777353419027,0.0002773605335525111,2.7569110186612555e-06
343,0.10686777353419027,0.0002773605335525111,2.7569110186612555e-06
344,0.10526569496862394,0.00028724250847864737,2.8286464731014515e-06
345,0.10794957801404383,0.0002923594354503664,2.8372053420863087e-06
346,0.10794957801404383,0.0002923594354503664,2.8372053420863087e-06
347,0.10758466087985905,0.00028868525541208754,2.8117081645703836e-06
348,0.1065899804805837,0.00029034507949754224,2.827749557380103e-06
349,0.10657534838790343,0.0002901794851533445,2.822893159258068e-06
350,0.10425376772076832,0.0002883879211019813,2.827679389439958e-06
351,0.10474986969367818,0.0002887576447811897,2.8258543638307327e-06
352,0.10474986969367818,0.0002887576447811897,2.8258543638307327e-06
353,0.1050109775704708,0.00029479075241135036,2.8832319406837496e-06
354,0.10286796232531034,0.0003020532970496774,2.9624994053333196e-06
355,0.1013545601190522,0.00030668197567316585,3.007099917472124e-06
356,0.1013545601190522,0.00030668197567316585,3.007099917472124e-06
357,0.10155476413562566,0.00031152408182637785,3.0394779640333367e-06
358,0.10120573771643909,0.0003109299215090205,3.0383552441444783e-06
359,0.1013084625870531,0.00030814910742648185,3.0137960487996625e-06
360,0.10072848000865166,0.0003089160477016355,3.023190487116506e-06
361,0.10072848000865166,0.0003089160477016355,3.023190487116506e-06
362,0.10077678598546828,0.00030571606606770197,2.9944802872959915e-06
363,0.10077678598546828,0.00030571606606770197,2.9944802872959915e-06
364,0.103408969274589,0.0002978564891261925,2.923743894114537e-06
365,0.10275707408675377,0.00029826265878895615,2.929653843312549e-06
366,0.10328418691457804,0.00029530469686405553,2.9039516736932566e-06
367,0.10328418691457804,0.00029530469686405553,2.9039516736932566e-06
368,0.1031416044794523,0.0002960517738516689,2.9103143273281112e-06
369,0.10313106751265654,0.00029748361727602996,2.920651406550389e-06
370,0.10414038985931566,0.0002970181192718524,2.906062026797766e-06
371,0.10495619628952468,0.0002919939455702993,2.8651732614247205e-06
372,0.10495619628952468,0.0002919939455702993,2.8651732614247205e-06
373,0.10495580758109145,0.0003009295755209858,2.9296485144695628e-06
374,0.10495580758109145,0.0003009295755209858,2.9296485144695628e-06
375,0.1024232081320612,0.00030039609124904703,2.952533319884525e-06
376,0.10246776618635968,0.00030023794862077814,2.950384397608697e-06
377,0.10246776618635968,0.00030023794862077814,2.950384397608697e-06
378,0.1027960154812459,0.00029795022383651964,2.929514134175073e-06
379,0.1027960154812459,0.00029795022383651964,2.929514134175073e-06
380,0.1027960154812459,0.00029795022383651964,2.929514134175073e-06
381,0.1027960154812459,0.00029795022383651964,2.929514134175073e-06
382,0.10438770589820529,0.0002937127703815347,2.88144809652449e-06
383,0.10438770589820529,0.0002937127703815347,2.88144809652449e-06
384,0.10428943525203753,0.00029042710014066416,2.8555656199020754e-06
385,0.10428943525203753,0.00029042710014066416,2.8555656199020754e-06
386,0.10749551972276743,0.0002788378125794752,2.756621649664602e-06
387,0.10838729419101552,0.00027787758518935693,2.742516635872779e-06
388,0.10838729419101552,0.00027787758518935693,2.742516635872779e-06
389,0.10838729419101552,0.00027787758518935693,2.742516635872779e-06
390,0.10838729419101552,0.00027787758518935693,2.742516635872779e-06
391,0.10838729419101552,0.00027787758518935693,2.742516635872779e-06
392,0.11317294733757091,0.00026906265074468967,2.6259807912191166e-06
393,0.11365391855212699,0.00027157668498987243,2.6322082210671977e-06
394,0.11306458360736546,0.00027851135372285857,2.684521376109717e-06
395,0.11306458360736546,0.00027851135372285857,2.684521376109717e-06
396,0.1131591731232468,0.0002712895175430164,2.642922539183155e-06
397,0.1131591731232468,0.0002712895175430164,2.642922539183155e-06
398,0.1131591731232468,0.0002712895175430164,2.642922539183155e-06
399,0.11511512972691762,0.0002554882813483089,2.51844993518102e-06
400,0.11511512972691762,0.0002554882813483089,2.51844993518102e-06
401,0.11511512972691762,0.0002554882813483089,2.51844993518102e-06
402,0.11317447289103547,0.0002711085445472364,2.6318435782202153e-06
403,0.11744049940170553,0.00027082322407706,2.5913122304294505e-06
404,0.11744049940170553,0.00027082322407706,2.5913122304294505e-06
405,0.11744049940170553,0.00027082322407706,2.5913122304294505e-06
406,0.11744049940170553,0.00027082322407706,2.5913122304294505e-06
407,0.11744049940170553,0.00027082322407706,2.5913122304294505e-06
408,0.11744049940170553,0.00027082322407706,2.5913122304294505e-06
409,0.11744049940170553,0.00027082322407706,2.5913122304294505e-06
410,0.11712531114359151,0.0002720197862531892,2.6019982088894368e-06
411,0.11712531114359151,0.0002720197862531892,2.6019982088894368e-06
412,0.11712531114359151,0.0002720197862531892,2.6019982088894368e-06
413,0.11712531114359151,0.0002720197862531892,2.6019982088894368e-06
414,0.11668800376510031,0.00028034326133148993,2.6601476379199062e-06
415,0.11842745024379213,0.0002772619297211107,2.6207949448707285e-06
416,0.11842745024379213,0.0002772619297211107,2.6207949448707285e-06
417,0.11397176841670342,0.00028527660114210864,2.7043343845760424e-06
418,0.11397176841670342,0.00028527660114210864,2.7043343845760424e-06
419,0.1114757481640018,0.00029108538839645406,2.777580567964247e-06
420,0.1114757481640018,0.00029108538839645406,2.777580567964247e-06
421,0.11437616720562263,0.0002858718091534017,2.7092812908729506e-06
422,0.11414022925879604,0.00028631346683671074,2.704580539007527e-06
423,0.11139804019703668,0.000282162131069736,2.7164766746823524e-06
424,0.11139804019703668,0.000282162131069736,2.7164766746823524e-06
425,0.1118130460746547,0.00028450488919649046,2.730281061202917e-06
426,0.1118130460746547,0.00028450488919649046,2.730281061202917e-06
427,0.1118130460746547,0.00028450488919649046,2.730281061202917e-06
428,0.1118130460746547,0.00028450488919649046,2.730281061202917e-06
