,r3,a21
449,5.302322928484642e-08,3.2575981375740606e-05
450,5.302668193899545e-08,3.2576709294013614e-05
451,5.316463057870585e-08,3.2646002937848294e-05
452,5.316463057870585e-08,3.2646002937848294e-05
453,5.310876434223912e-08,3.261571266505781e-05
454,5.310876434223912e-08,3.261571266505781e-05
455,5.310876434223912e-08,3.261571266505781e-05
456,5.310876434223912e-08,3.261571266505781e-05
457,5.314823290405531e-08,3.264048616325638e-05
458,5.316060218641683e-08,3.263619553032246e-05
459,5.3151392290465316e-08,3.264819859195293e-05
460,5.327641464323841e-08,3.272961054829844e-05
461,5.327641464323841e-08,3.272961054829844e-05
462,5.327641464323841e-08,3.272961054829844e-05
463,5.331411045886533e-08,3.2756875565359266e-05
464,5.331162796146598e-08,3.274478450584907e-05
465,5.3306782610700424e-08,3.2747173181652995e-05
466,5.3235067107320264e-08,3.270457223944466e-05
467,5.330831152893581e-08,3.274486250299633e-05
468,5.323343471369484e-08,3.26945352088301e-05
469,5.327067930477908e-08,3.272508862868974e-05
470,5.3182656571693516e-08,3.2681587282802766e-05
471,5.3182656571693516e-08,3.2681587282802766e-05
472,5.323343098277819e-08,3.268956074015138e-05
473,5.323343098277819e-08,3.268956074015138e-05
474,5.3155397735529874e-08,3.266404610922302e-05
475,5.3155397735529874e-08,3.266404610922302e-05
476,5.3155397735529874e-08,3.266404610922302e-05
477,5.316884769361325e-08,3.265568101474501e-05
478,5.3266535522763765e-08,3.27179791307783e-05
479,5.319811419587258e-08,3.2688315647663026e-05
480,5.3202792289015175e-08,3.2690416215990886e-05
481,5.32186785059012e-08,3.269595939716598e-05
482,5.323135977445533e-08,3.269722322586312e-05
483,5.330444691151674e-08,3.2748782633618806e-05
484,5.3347969487287826e-08,3.277915287108261e-05
485,5.3347969487287826e-08,3.277915287108261e-05
486,5.3347969487287826e-08,3.277915287108261e-05
487,5.327323114142252e-08,3.27266013666054e-05
488,5.303530979475824e-08,3.257724884622797e-05
489,5.304363970757195e-08,3.2580556197385e-05
490,5.299773976839357e-08,3.25557118649511e-05
491,5.299773976839357e-08,3.25557118649511e-05
492,5.2962102852315615e-08,3.254108874821002e-05
493,5.302228196575651e-08,3.256734586768638e-05
494,5.302228196575651e-08,3.256734586768638e-05
495,5.302228196575651e-08,3.256734586768638e-05
496,5.299550424620345e-08,3.2556939839188324e-05
497,5.305362475512704e-08,3.259110871731303e-05
498,5.305362475512704e-08,3.259110871731303e-05
499,5.305362475512704e-08,3.259110871731303e-05
500,5.3030727676506556e-08,3.258698221154748e-05
501,5.3030727676506556e-08,3.258698221154748e-05
502,5.320362425931626e-08,3.268926216562798e-05
503,5.320362425931626e-08,3.268926216562798e-05
504,5.3262146816884217e-08,3.2725160796815996e-05
505,5.309349409137741e-08,3.264412221417865e-05
506,5.309349409137741e-08,3.264412221417865e-05
507,5.3189246984093644e-08,3.267728469161664e-05
508,5.321848752785455e-08,3.2699252998645864e-05
509,5.318791994704342e-08,3.2668993108359986e-05
510,5.31795709800095e-08,3.265026787743382e-05
511,5.309468417328067e-08,3.2612130427572936e-05
512,5.309468417328067e-08,3.2612130427572936e-05
513,5.309046169833799e-08,3.26154270385968e-05
514,5.305883822660372e-08,3.258313780304208e-05
515,5.3109385833202695e-08,3.260845054411499e-05
516,5.3109385833202695e-08,3.260845054411499e-05
517,5.30635607034958e-08,3.259096646897579e-05
518,5.30635607034958e-08,3.259096646897579e-05
519,5.30635607034958e-08,3.259096646897579e-05
520,5.30635607034958e-08,3.259096646897579e-05
521,5.30635607034958e-08,3.259096646897579e-05
522,5.30635607034958e-08,3.259096646897579e-05
523,5.30635607034958e-08,3.259096646897579e-05
524,5.30635607034958e-08,3.259096646897579e-05
525,5.30635607034958e-08,3.259096646897579e-05
526,5.30635607034958e-08,3.259096646897579e-05
527,5.305005915103974e-08,3.257505337538401e-05
528,5.305005915103974e-08,3.257505337538401e-05
529,5.305005915103974e-08,3.257505337538401e-05
530,5.3015648232091815e-08,3.2559439446573455e-05
531,5.302644469561076e-08,3.2566609400588205e-05
532,5.307000932618368e-08,3.2598171662478166e-05
533,5.307000932618368e-08,3.2598171662478166e-05
534,5.316843752117987e-08,3.266306178721965e-05
535,5.322735050954196e-08,3.269494059763445e-05
536,5.3341639499363565e-08,3.275831715039617e-05
537,5.340114931806576e-08,3.2836108128938416e-05
538,5.340114931806576e-08,3.2836108128938416e-05
539,5.340114931806576e-08,3.2836108128938416e-05
540,5.340290271842898e-08,3.283815067813558e-05
541,5.340290271842898e-08,3.283815067813558e-05
542,5.334961725929798e-08,3.276858000967975e-05
543,5.333348401519816e-08,3.276801592989986e-05
544,5.335402302956753e-08,3.277908882231566e-05
545,5.335402302956753e-08,3.277908882231566e-05
546,5.335124377758662e-08,3.276906836284811e-05
547,5.332588740070448e-08,3.274922042293054e-05
548,5.33100347474411e-08,3.276544741111552e-05
549,5.33100347474411e-08,3.276544741111552e-05
550,5.33100347474411e-08,3.276544741111552e-05
551,5.331943949041896e-08,3.2757174202266705e-05
552,5.331943949041896e-08,3.2757174202266705e-05
553,5.327903717023901e-08,3.273538119608367e-05
554,5.3187051502921026e-08,3.267001436315144e-05
555,5.3187051502921026e-08,3.267001436315144e-05
556,5.306974223112056e-08,3.260818729738881e-05
557,5.306974223112056e-08,3.260818729738881e-05
558,5.307625556467302e-08,3.258585113433084e-05
559,5.307625556467302e-08,3.258585113433084e-05
560,5.307625556467302e-08,3.258585113433084e-05
561,5.307625556467302e-08,3.258585113433084e-05
562,5.297507977858523e-08,3.2524039649870744e-05
563,5.298354725198264e-08,3.254233655867578e-05
564,5.312396679004767e-08,3.263322607931471e-05
565,5.316329674769013e-08,3.265749046474207e-05
566,5.3117265650213884e-08,3.2625824459657385e-05
567,5.3073118145163546e-08,3.2608477772095795e-05
