,r2,r3
0,0.00012418524019053247,4.998205138422439e-08
1,0.00012418748535473703,4.998107654564937e-08
2,0.00012420249412095055,4.998783765249436e-08
3,0.00012421227634260495,4.9992462590442345e-08
4,0.00012420716912301283,4.999508114476395e-08
5,0.00012421417966202686,4.999832821390374e-08
6,0.00012416361400662134,4.9985807122691455e-08
7,0.0001241758443210156,4.998900802126719e-08
8,0.00012418980053145837,4.9994073151903756e-08
9,0.00012418980053145837,4.9994073151903756e-08
10,0.00012421138460762753,5.000068104309624e-08
11,0.00012426210805177736,5.0017160969189824e-08
12,0.00012428119770832528,5.002102937609819e-08
13,0.00012427605603077736,5.001977090165102e-08
14,0.00012425054468971915,5.001933206326859e-08
15,0.00012421993043624843,5.000955887887687e-08
16,0.00012421890167324572,5.00106340709411e-08
17,0.00012423428347876068,5.000968457385301e-08
18,0.00012421921402095437,5.0003107068859006e-08
19,0.00012419155630491205,4.9999654094487154e-08
20,0.00012417056749040468,4.9994559382817606e-08
21,0.0001241492098043127,4.998758722033801e-08
22,0.0001241711070949028,4.999233369370409e-08
23,0.00012416331142531248,4.998772563260744e-08
24,0.0001241647065301354,4.9988305875373815e-08
25,0.00012414886447729734,4.998611407459322e-08
26,0.00012416216081780927,4.99917256054348e-08
27,0.00012420422956809212,5.000247886007962e-08
28,0.0001242524106130036,5.001749567664995e-08
29,0.00012426224521456083,5.002395650808921e-08
30,0.0001242796279523237,5.002957599832296e-08
31,0.0001242796279523237,5.002957599832296e-08
32,0.00012426500205399356,5.002442310301252e-08
33,0.00012425537154328814,5.002204512614649e-08
34,0.00012424767574228406,5.0017527841031934e-08
35,0.00012423128608500696,5.001676601694822e-08
36,0.00012425303458560598,5.002266499203911e-08
37,0.0001242646003568577,5.002010597278127e-08
38,0.00012421409747197907,5.000779778540705e-08
39,0.00012423349725742451,5.001018013417008e-08
40,0.00012420744438951316,5.0001805007100393e-08
41,0.0001241985471874012,4.999971725997955e-08
42,0.00012418595710011657,4.9995498211893205e-08
43,0.00012415978876258226,4.9982397311379285e-08
44,0.000124127784275248,4.997644048725921e-08
45,0.00012414621428524832,4.9982976560126567e-08
46,0.0001241321260922659,4.997895477033773e-08
47,0.00012414871987727946,4.998400585647529e-08
48,0.00012414256051906128,4.998149043967093e-08
49,0.0001241613656534231,4.998885790498345e-08
50,0.00012417071764742646,4.999427102461838e-08
