,mean,sd,hdi_3%,hdi_97%,mpv
std_deviation[0],194.34125392546514,10.21153054620362,176.27018415171523,214.65839722340175,190.79082537811627
std_deviation[1],0.111480601225301,0.005730605865442,0.100729271847301,0.122190486249626,0.1124810429793206
r1,4.666926932174877,0.086624157419779,4.513592333180824,4.813881757404675,4.699037721932443
a1,1.108125733149662,0.020441464185675,1.072086975053047,1.142852006704267,1.115438467095089
