,mean,sd,hdi_3%,hdi_97%,mpv
std_deviation[0],249.53693425831526,12.519784080396805,225.68313546935633,272.59774835745026,246.62053073801405
std_deviation[1],3.393976721e-06,1.71557068e-07,3.058290624e-06,3.705925355e-06,3.357868619419424e-06
r2,9.7154342646e-05,5.6039389e-08,9.7064414061e-05,9.7245316867e-05,9.72294094314267e-05
r3,3.9451241e-08,3.7517e-11,3.9377386e-08,3.95185e-08,3.944667774470019e-08
