,mean,sd,hdi_3%,hdi_97%,mpv
std_deviation[0],525.1926021153116,66.75625529775465,409.91804426134854,655.2210279618008,496.85798047905547
std_deviation[1],3.821592266564807,0.493662665144109,2.941778324345488,4.718119557494349,3.6772432651199374
a1,674360.4014596652,227505.96979797463,263185.830477413,999143.689445807,928113.6195677012
a3,83997.47685685904,28943.24283167209,26863.50813181352,130415.38100578892,109336.67128891393
