,mean,sd,hdi_3%,hdi_97%,mpv
std_deviation[0],221.89545305054915,11.20316764581843,201.5050362077067,243.1292381103983,223.47760794206937
std_deviation[1],2.328277932e-06,1.16580007e-07,2.113094148e-06,2.542760501e-06,2.3149705195328004e-06
r3,5.2270597e-08,2.5018e-11,5.2229428e-08,5.2312172e-08,5.228382678807865e-08
a21,3.2116249437e-05,1.6189864e-08,3.2088162473e-05,3.2142312734e-05,3.212072072055146e-05
