,r1,a1,m
0,0.30989352200781806,0.0777512337367666,0.012336704501655936
1,0.31337269007486973,0.07881985661276238,0.012542960160672384
2,0.3127214870788382,0.07856450354168366,0.012551103880512438
3,0.315040208912765,0.07917054766542238,0.012630056195875232
4,0.315040208912765,0.07917054766542238,0.012630056195875232
5,0.315040208912765,0.07917054766542238,0.012630056195875232
6,0.3164173679765674,0.07951235248424299,0.012650493728750871
7,0.3197511812867843,0.08034883811885134,0.012796834297423525
8,0.3197511812867843,0.08034883811885134,0.012796834297423525
9,0.32084193240490855,0.08021381964424017,0.012738354041254956
10,0.3226632875416808,0.08075046060990972,0.01275970599951234
11,0.3196919413598941,0.07997461001812582,0.012645369771401193
12,0.3231945748699388,0.0810478198259538,0.012787116393649066
13,0.3231945748699388,0.0810478198259538,0.012787116393649066
14,0.32206429453550844,0.08073363966569516,0.012747596904669202
15,0.32216888808330263,0.08140097560420857,0.012849680652639021
16,0.3230064425243755,0.08139229272263397,0.012722669737526839
17,0.32667243889968095,0.08229910981481275,0.012757773758868727
18,0.32661658299446916,0.08263372977061567,0.012906260879078172
19,0.32152581012083736,0.08120099231215076,0.012668790595302768
20,0.3205806537720461,0.08083914249488747,0.012665307377096905
21,0.3220939061972956,0.08130677665417924,0.012731905723937717
22,0.3241702875372283,0.08206687864351495,0.012869792616479551
23,0.3267775644638163,0.08259937028656435,0.012866884012094614
24,0.3260101833908477,0.0822275772386063,0.012775948378887783
25,0.3260101833908477,0.0822275772386063,0.012775948378887783
26,0.3218223816293214,0.08115653152370145,0.012690695487464865
27,0.32341430318847636,0.08103159561173483,0.012444898457758074
28,0.32341430318847636,0.08103159561173483,0.012444898457758074
29,0.32427778635286314,0.08120508193533825,0.012452695680214242
30,0.3278894138115463,0.08234014942174808,0.012622748346425046
31,0.3295593867621034,0.08234480161648024,0.012575330047379336
32,0.3295593867621034,0.08234480161648024,0.012575330047379336
33,0.3250003274088222,0.08046002630692124,0.012130050950443325
34,0.32688412080728,0.0811538987368412,0.012256721089881475
35,0.3229876642502963,0.08049843118575983,0.012355558091272914
36,0.3229876642502963,0.08049843118575983,0.012355558091272914
37,0.32313997839955566,0.08067717943306048,0.012426569666645853
38,0.32048565521338856,0.08013131483027033,0.012430644393034552
39,0.32083379032282766,0.07969723048619083,0.012219742067094795
40,0.32407664887292004,0.08039289068296242,0.012182716863661748
41,0.3255323343381506,0.08076982605065103,0.012293863096175398
42,0.3239529611022543,0.08038786610526745,0.012376140285075513
43,0.32398010896408974,0.08089290600720499,0.012604099757731245
44,0.3284522442813473,0.08203530108388075,0.01263060828874992
45,0.3250591970224168,0.08130117985802283,0.012612345215639574
46,0.32502833974478645,0.08091311920070872,0.012477379551777275
47,0.32502833974478645,0.08091311920070872,0.012477379551777275
48,0.3256359227664413,0.08132356396879181,0.0125337991598434
49,0.32439805869648924,0.08141508549605517,0.012708994043184511
50,0.3250418783340426,0.08170012053558864,0.012813552796126037
51,0.3277353891779918,0.08242393312654944,0.01289752669770116
52,0.3277353891779918,0.08242393312654944,0.01289752669770116
53,0.32211436057941045,0.08104475850934442,0.012793491845377087
54,0.3224430877128826,0.08157726484619514,0.012972033700550676
55,0.3224430877128826,0.08157726484619514,0.012972033700550676
56,0.3224430877128826,0.08157726484619514,0.012972033700550676
57,0.3234029390676311,0.08205310283432901,0.013040144899814192
58,0.3227742356376616,0.08149440409369427,0.012917522932344957
59,0.3227742356376616,0.08149440409369427,0.012917522932344957
60,0.32383459920810626,0.08175998174323863,0.012925762193069037
61,0.3234663685657087,0.08180711413426205,0.01294666919900069
62,0.32762273723767543,0.08317584306119702,0.01312918410701184
63,0.3244351559049247,0.08211809389839324,0.012962828348585033
64,0.3238677160040129,0.08194489757528638,0.012975834189264316
65,0.3241905060140389,0.08216394643148392,0.013014015717535016
66,0.32374903336684774,0.08220956081349108,0.013018029560987902
67,0.3260675704806675,0.08277806242365408,0.013100022724227748
68,0.32524480180652804,0.08247555797156866,0.01307819034801481
69,0.32752015462405076,0.08283782188524787,0.013065410310723051
70,0.3294238262828363,0.08304727429581917,0.013029650692688294
71,0.32693193845111557,0.08254943108241661,0.013062376679048478
72,0.32913517187887403,0.08334635685964295,0.013146017169736485
73,0.32913517187887403,0.08334635685964295,0.013146017169736485
74,0.32659966718506445,0.08263039003952993,0.013052291555165914
75,0.3276124758176057,0.08305630610265799,0.013166474447963704
76,0.32753441574437264,0.0830513720306119,0.013168729616371114
77,0.3221874204811079,0.08201498993757979,0.01315905634125854
78,0.32099565236024996,0.08147229876808337,0.013029158898557687
79,0.31868140788656646,0.08081872647085586,0.01297989578784254
80,0.3183931201307141,0.08093595896077319,0.012999911297608609
81,0.3156819910333187,0.0803947119375571,0.01294553774943639
82,0.31827608183371825,0.08112526765866131,0.012958823943299967
83,0.31666307387391013,0.08070060782081642,0.012951860882680355
84,0.31529611512845346,0.0802311384709836,0.012894256646813578
85,0.31529611512845346,0.0802311384709836,0.012894256646813578
86,0.3170059774499395,0.08087528701788581,0.013011093883749601
87,0.3184159476434469,0.08178379471978878,0.01323651549985058
88,0.3219498378141363,0.08253741645849805,0.01328890378217471
89,0.32305650995251695,0.08273284941472148,0.013317814461408445
90,0.3252242902577729,0.08360077075767833,0.013457439745203767
91,0.3233682397057169,0.08308639150364963,0.013441249887545957
92,0.32384168224232013,0.0834528203369822,0.01349045867518706
93,0.32714553837930754,0.08410561832112401,0.013476938506476476
94,0.33041646795808044,0.08493178281549174,0.013560791526009145
95,0.33137177256253153,0.0852321443724199,0.013587623905501788
96,0.32827665227418595,0.08476964045399081,0.013635848680091473
97,0.32631447177694806,0.08408624304991442,0.013561278766841878
98,0.327461089645598,0.08429935896201697,0.013585853874793066
99,0.327461089645598,0.08429935896201697,0.013585853874793066
100,0.3265508860236455,0.08380962775822053,0.013521195309099105
101,0.3295937086822284,0.08491106129646118,0.013655265383110501
102,0.3274031979291098,0.08366472015221685,0.013439099111507235
103,0.3257780029128089,0.08324088863606989,0.013398819979263678
104,0.3222330698364427,0.08299286337744965,0.013466405785725416
105,0.31926623563803025,0.08188500873647923,0.013326788426908275
106,0.31722157780491567,0.08092433600683227,0.01316294243530472
107,0.3164200338264613,0.08111214970711574,0.013302689599145743
108,0.31409225720069944,0.08067414789200433,0.013300070833070094
109,0.31546413649606914,0.0807085272477151,0.013232516516003608
110,0.3095766036686034,0.0794124152199955,0.013099254795601816
111,0.3067727959141986,0.07781465588381892,0.01272005718595835
112,0.304130869247311,0.07681701397725746,0.01249893138456302
113,0.3053500340350382,0.07711509671730778,0.01255393408479604
114,0.30763172811751904,0.07730162605890001,0.012423593663930204
115,0.31006038006582803,0.07787174836955728,0.012491269847971586
116,0.3126414009244144,0.07834742653363458,0.01244489908966703
117,0.3145738943777312,0.07872740780037851,0.012311154488612074
118,0.3119537724344806,0.07836084631337034,0.012389809797542133
119,0.3139346190992161,0.078786424680023,0.0124623470595305
120,0.31425636353599906,0.07886607781964723,0.01253213942992044
121,0.31514834727170404,0.07879555062320662,0.012520330200011049
122,0.31514834727170404,0.07879555062320662,0.012520330200011049
123,0.3130895715561199,0.07784644726121541,0.012310702777629905
124,0.3161306482184864,0.07868134754432866,0.012487420899093183
125,0.3145317308352298,0.078143575381013,0.012321143950247826
126,0.3145317308352298,0.078143575381013,0.012321143950247826
127,0.3152501502364956,0.07810581773456055,0.012278112932761551
128,0.3158790455975951,0.07838250754151707,0.012281852906402334
129,0.30998380514655527,0.0768534063301465,0.012142593320807953
130,0.3120379242409265,0.07809676207591874,0.012454817987679462
131,0.3120379242409265,0.07809676207591874,0.012454817987679462
132,0.3120379242409265,0.07809676207591874,0.012454817987679462
133,0.3096274830218412,0.077835981674513,0.012527407444593188
134,0.31008646751244834,0.07827507766884052,0.012633946430685774
135,0.3081704631483961,0.07751456292440277,0.012432424303597724
136,0.3071330165877872,0.07741922085552276,0.012471187344543456
137,0.3063880328746086,0.07715220527461042,0.012412630742230396
138,0.3063880328746086,0.07715220527461042,0.012412630742230396
139,0.3075289952088338,0.07715622407004115,0.012263411015378032
140,0.30631744843688297,0.0765013960696634,0.012125706956132888
141,0.3097694100159346,0.07748683543573519,0.012301555566070457
142,0.3111806637476904,0.07783230327347368,0.012383678012223134
143,0.31428811391730777,0.07870317744927705,0.01241831675635545
144,0.3125913499903508,0.07849598235942615,0.012494993860364581
145,0.3125913499903508,0.07849598235942615,0.012494993860364581
146,0.31292402270796227,0.07822756004301087,0.012366381549182478
147,0.31648615792281,0.07900812372365244,0.01239062371394965
148,0.3178487374057089,0.07943868986604943,0.01251309938956073
149,0.3189865213683777,0.07951906608049022,0.012495269021857417
150,0.3140852897182335,0.07797079247810114,0.012250135816259887
151,0.3124370579323476,0.0773629392285352,0.012096894680856183
152,0.3125787833112322,0.07790757242845228,0.012289986465202945
153,0.3125787833112322,0.07790757242845228,0.012289986465202945
154,0.3100411952800468,0.07720436626788252,0.012203614905277394
155,0.30958175641738833,0.07684759374668086,0.012166373031860052
156,0.3055936430696353,0.07567822230567922,0.012035627312668997
157,0.3098378795608915,0.07659051250265701,0.011949309899968069
158,0.3055813799798263,0.07577470550048752,0.011996066337274765
159,0.3034591261844747,0.07507621765746003,0.011876646673215993
160,0.3042799588403581,0.07530467400375232,0.011870912412982076
161,0.3054590725435345,0.07599311352544487,0.012097764653275146
162,0.31095977965646765,0.07717482105204142,0.012092566725447895
163,0.31095977965646765,0.07717482105204142,0.012092566725447895
164,0.31095977965646765,0.07717482105204142,0.012092566725447895
165,0.31262244887131524,0.07741939047728712,0.012133668600864412
166,0.3109643603269557,0.07713768914631257,0.01218227269167308
167,0.3172851777185411,0.07859443315919244,0.012204319946971551
168,0.3172851777185411,0.07859443315919244,0.012204319946971551
169,0.31938046616612475,0.07952168197134553,0.012413541754818756
170,0.32020272533176686,0.07946482775749544,0.01225323685871046
171,0.32325410030991064,0.08016554880586248,0.012267883464670781
172,0.32342512914748023,0.07993062971493678,0.012161145812025041
173,0.32804771799736715,0.08157798392701032,0.012440817013362197
174,0.32804771799736715,0.08157798392701032,0.012440817013362197
175,0.3279169489135131,0.08158279335550793,0.012509833032391358
176,0.3268246935214702,0.08129441086834972,0.012431109842461426
177,0.3268246935214702,0.08129441086834972,0.012431109842461426
178,0.3229893465064843,0.08027553459118103,0.012295971026209522
179,0.3214391190662528,0.08007924069646075,0.012257337245415969
180,0.32276934082893555,0.08059580972934713,0.012366993021121854
181,0.3221578290749129,0.08049033643199488,0.012394992578577435
182,0.32144113307747685,0.08023562928975629,0.012406658773322716
183,0.3222803986277299,0.08082267697370123,0.012662191484836062
184,0.32497620743822614,0.08201815124615572,0.012858489736127496
185,0.3230156221843438,0.0819507096743184,0.012954297097311619
186,0.3230156221843438,0.0819507096743184,0.012954297097311619
187,0.32608680377630406,0.0827727878886258,0.012978690195882232
188,0.3251384782452403,0.08192001373179149,0.012716294224354538
189,0.3234052119601836,0.08122870074162103,0.012554333883790271
190,0.32386502071722867,0.08137246039269284,0.012573791424675204
191,0.3279093499354706,0.08283829526903146,0.012839011088143356
192,0.32917029265348485,0.08326757487155338,0.012908832433845113
193,0.32917029265348485,0.08326757487155338,0.012908832433845113
194,0.32933083757239145,0.08337506742640025,0.013006692774532721
195,0.32933083757239145,0.08337506742640025,0.013006692774532721
196,0.32040229416427113,0.08058616182959985,0.012568462383863114
197,0.32075157427838774,0.08102894025369116,0.01273297366204071
198,0.32075157427838774,0.08102894025369116,0.01273297366204071
199,0.31869307948127085,0.0801638205978881,0.012571473274430272
200,0.3192855148072321,0.08025284408789578,0.012577980407975196
201,0.31799290618107934,0.07952366796905282,0.012377234774577663
202,0.3129783087201588,0.07813304454025624,0.012273080628201344
203,0.31360447740253683,0.07826843605533833,0.012373955807078462
204,0.31360447740253683,0.07826843605533833,0.012373955807078462
205,0.31360447740253683,0.07826843605533833,0.012373955807078462
206,0.31165810436418684,0.07755275067749862,0.01218319183176822
207,0.3108516127403859,0.07784597675812333,0.012344955666392871
208,0.3122579247374571,0.07855683814873506,0.012583868715928344
209,0.31471024631759376,0.07890131110398692,0.012475244141594228
210,0.31742024976348043,0.07903259529208215,0.012350432874245629
211,0.31786556858587006,0.07928211071795321,0.012450549403520784
212,0.32241000774401457,0.0808419972906485,0.012750115149236373
213,0.32005974444343543,0.08039974719486782,0.012788704060384478
214,0.32005974444343543,0.08039974719486782,0.012788704060384478
215,0.32019080905772995,0.08045032349319972,0.012800680468548046
216,0.3208715379198949,0.08051764457485466,0.012753927190817945
217,0.32125529829523186,0.08155399980562285,0.013086294020903357
218,0.31510527665419474,0.0793689818795077,0.012751327051573263
219,0.31510527665419474,0.0793689818795077,0.012751327051573263
220,0.31022624666417303,0.07806898739461907,0.01264169629027299
221,0.31475447796969314,0.07948703612602287,0.012792785985271626
222,0.3126369716142951,0.07886073791071324,0.0127608197764775
223,0.31310814867700715,0.07893453300485354,0.01268706656261025
224,0.31310814867700715,0.07893453300485354,0.01268706656261025
225,0.3114864512676069,0.07864472024920227,0.012737399753512091
226,0.31266786935494456,0.07892362214051862,0.012803857614089389
227,0.311290418824255,0.07835688842200408,0.01267409626559791
228,0.311290418824255,0.07835688842200408,0.01267409626559791
229,0.31337037119331407,0.07930199364121565,0.012910773080677238
230,0.31709527343435595,0.08036219144576405,0.01303500961406091
231,0.31429672859837465,0.07942817599159716,0.012922095454445736
232,0.31799387193412687,0.08078169029744932,0.01310135199201348
233,0.31975972427476884,0.0813277486162657,0.013141902919263511
234,0.31650437771489,0.08027909477411165,0.013005169572474246
235,0.3169741763518488,0.08041787435882686,0.012986508239502119
236,0.3151355569202366,0.0795551711905296,0.012790016172859107
237,0.3173070651238675,0.08041397922362735,0.012927833121016245
