,mean,sd,hdi_3%,hdi_97%,mpv
std_deviation[0],265.509770214402,13.28451473955911,240.4768887424717,289.7719628153575,264.5543668492198
std_deviation[1],1.201118424e-06,6.0734754e-08,1.087529208e-06,1.313531187e-06,1.204591805142387e-06
r2,9.1301379846e-05,3.96959598e-07,9.0533316518e-05,9.1914091673e-05,9.161618337824806e-05
r3,3.729457e-08,1.5318e-10,3.701237e-08,3.7499487e-08,3.746376918639064e-08
