,a,ef,m
0,0.008082374613745896,0.0012062047654933829,0.046869701493858634
1,0.008082374613745896,0.0012062047654933829,0.046869701493858634
2,0.008082374613745896,0.0012062047654933829,0.046869701493858634
3,0.008082374613745896,0.0012062047654933829,0.046869701493858634
4,0.008082374613745896,0.0012062047654933829,0.046869701493858634
5,0.008082374613745896,0.0012062047654933829,0.046869701493858634
6,0.008082374613745896,0.0012062047654933829,0.046869701493858634
7,0.008082374613745896,0.0012062047654933829,0.046869701493858634
8,0.008082374613745896,0.0012062047654933829,0.046869701493858634
9,0.008082374613745896,0.0012062047654933829,0.046869701493858634
10,0.007913787813594047,0.001863336989778468,0.0589773527373718
11,0.008448387744596147,0.0020639119298045405,0.06094315693862695
12,0.008448387744596147,0.0020639119298045405,0.06094315693862695
13,0.008448387744596147,0.0020639119298045405,0.06094315693862695
14,0.008448387744596147,0.0020639119298045405,0.06094315693862695
15,0.007053699857527652,0.0017418203404060651,0.049173349094906366
16,0.006989747446531307,0.001394976277634763,0.04609646799500902
17,0.006989747446531307,0.001394976277634763,0.04609646799500902
18,0.008128027569564334,0.0007788227867695636,0.05069286411585223
19,0.008060485020253475,0.00022564127484555571,0.023347203840428047
20,0.008060485020253475,0.00022564127484555571,0.023347203840428047
21,0.008060485020253475,0.00022564127484555571,0.023347203840428047
22,0.007292013231880474,0.00034245069468919755,0.029396568598852865
23,0.007292013231880474,0.00034245069468919755,0.029396568598852865
24,0.007574261021504703,0.0007981041311863468,0.049951872047147176
25,0.007887828451063662,0.0004243498378002473,0.02939482093809428
26,0.007887828451063662,0.0004243498378002473,0.02939482093809428
27,0.007887828451063662,0.0004243498378002473,0.02939482093809428
28,0.007887828451063662,0.0004243498378002473,0.02939482093809428
29,0.006664346532631686,0.0005582024584724168,0.027572491129060118
30,0.00618822654614499,0.0009604387307400286,0.03527362894730321
31,0.00618822654614499,0.0009604387307400286,0.03527362894730321
32,0.00618822654614499,0.0009604387307400286,0.03527362894730321
33,0.00618822654614499,0.0009604387307400286,0.03527362894730321
34,0.00618822654614499,0.0009604387307400286,0.03527362894730321
35,0.00618822654614499,0.0009604387307400286,0.03527362894730321
36,0.00618822654614499,0.0009604387307400286,0.03527362894730321
37,0.00618822654614499,0.0009604387307400286,0.03527362894730321
38,0.005786646456554418,0.0011174419803259312,0.029347886091493778
39,0.00596514356619015,0.0014642924387924495,0.03466050394390334
40,0.006276119199144037,0.0013020525241658394,0.039688412929971384
41,0.006276119199144037,0.0013020525241658394,0.039688412929971384
42,0.006276119199144037,0.0013020525241658394,0.039688412929971384
43,0.006276119199144037,0.0013020525241658394,0.039688412929971384
44,0.006276119199144037,0.0013020525241658394,0.039688412929971384
45,0.006276119199144037,0.0013020525241658394,0.039688412929971384
46,0.007016578685294224,0.0012511289393903411,0.03619861974459913
47,0.007488761284547954,0.0007067955596812343,0.0416927605297738
48,0.007488761284547954,0.0007067955596812343,0.0416927605297738
49,0.005667949086786412,0.0006618069830862273,0.034410653276243985
50,0.007184646441712659,0.00044118647874316207,0.041414039888567865
51,0.007184646441712659,0.00044118647874316207,0.041414039888567865
52,0.007184646441712659,0.00044118647874316207,0.041414039888567865
53,0.007156169338859373,0.0011938361473317377,0.06031153386005455
54,0.006953908408533205,0.0014100288054564117,0.059076859759885914
55,0.006164682622125712,0.005291223447781322,0.07829893229430007
56,0.005940114918224973,0.0077373575403287586,0.08510517447616033
57,0.005940114918224973,0.0077373575403287586,0.08510517447616033
58,0.005940114918224973,0.0077373575403287586,0.08510517447616033
59,0.004018470206949317,0.009541368987817869,0.07880075435678335
60,0.0042575671257614744,0.007976066381128761,0.0856975460660739
61,0.004925012116849757,0.006935793792729323,0.0722256748311062
62,0.004925012116849757,0.006935793792729323,0.0722256748311062
63,0.004925012116849757,0.006935793792729323,0.0722256748311062
64,0.0058512122426329595,0.005941705728624852,0.07122431631468859
65,0.006853995930226496,0.0010891596333858131,0.022580270648594934
66,0.006853995930226496,0.0010891596333858131,0.022580270648594934
67,0.006853995930226496,0.0010891596333858131,0.022580270648594934
68,0.007427769838195145,0.000754199580225739,0.029057166020711768
69,0.007115796135241559,0.0011448883496431909,0.030442583580946314
70,0.007115796135241559,0.0011448883496431909,0.030442583580946314
71,0.007115796135241559,0.0011448883496431909,0.030442583580946314
72,0.007115796135241559,0.0011448883496431909,0.030442583580946314
73,0.007757662611383801,0.001121672248621066,0.027849292096096184
74,0.007757662611383801,0.001121672248621066,0.027849292096096184
75,0.007757662611383801,0.001121672248621066,0.027849292096096184
76,0.007086004379432118,0.002838156141306462,0.039892341002197004
77,0.007086004379432118,0.002838156141306462,0.039892341002197004
78,0.007086004379432118,0.002838156141306462,0.039892341002197004
79,0.007086004379432118,0.002838156141306462,0.039892341002197004
80,0.0076442465904509975,0.0019288574431220705,0.04204871560670853
81,0.0076442465904509975,0.0019288574431220705,0.04204871560670853
82,0.0076442465904509975,0.0019288574431220705,0.04204871560670853
83,0.0076442465904509975,0.0019288574431220705,0.04204871560670853
84,0.0076442465904509975,0.0019288574431220705,0.04204871560670853
85,0.007977189899105463,0.0012810280920063858,0.03680841104982248
86,0.005933047115458069,0.0018409319212081257,0.03284440655205978
87,0.005933047115458069,0.0018409319212081257,0.03284440655205978
88,0.006326401393588193,0.0008636621292745964,0.03285960019395879
89,0.006326401393588193,0.0008636621292745964,0.03285960019395879
90,0.006073401316053453,0.00047744682758662696,0.03262283122714794
91,0.0055653997523403805,0.0005207591641737067,0.03474932411933241
92,0.0055653997523403805,0.0005207591641737067,0.03474932411933241
93,0.0055653997523403805,0.0005207591641737067,0.03474932411933241
94,0.0055653997523403805,0.0005207591641737067,0.03474932411933241
