Location,Time,Date,Location_code,Patch_ID,Activity-density
none,none,dd-mmm-yyyy,none,none,count
nominal,series,datetime,code,nominal,data
N/A,3,N/A,N/A,N/A,413.738170134062
N/A,4,N/A,N/A,N/A,238.608902269445
N/A,5,N/A,N/A,N/A,276.437472155096
N/A,6,N/A,N/A,N/A,3603.97456494444
N/A,7,N/A,N/A,N/A,11043.2422945552
N/A,8,N/A,N/A,N/A,4746.12196406151
N/A,9,N/A,N/A,N/A,2926.13843474504
N/A,10,N/A,N/A,N/A,1075.94065153704
