Location,Time,Date,Location_code,Patch_ID,Activity-density
none,none,dd-mmm-yyyy,none,none,count
nominal,series,datetime,code,nominal,data
N/A,3,N/A,N/A,N/A,2.34547895735918
N/A,4,N/A,N/A,N/A,1.80563914996065
N/A,5,N/A,N/A,N/A,1.57322098245288
N/A,6,N/A,N/A,N/A,2.26862354738648
N/A,7,N/A,N/A,N/A,2.03713134867354
N/A,8,N/A,N/A,N/A,2.42233436733184
N/A,9,N/A,N/A,N/A,3.42793647854066
N/A,10,N/A,N/A,N/A,6.59845363211261
N/A,11,N/A,N/A,N/A,7.91332932080189
