,mean,sd,hdi_3%,hdi_97%,mpv
c3,-6.195772579e-06,1.239043543e-06,-7.434692187e-06,-4.956546748e-06,-7.434692190616638e-06
c6,4.2863973e-08,6.096018e-09,3.6768944e-08,4.9235822e-08,3.677016914853653e-08
c7,-2.4001856479e-05,3.34463939e-06,-2.7658139033e-05,-2.0622752937e-05,-2.0667820960513848e-05
c8,-0.001958724192439,0.000306470842448,-0.00229272944165,-0.001631368330177,-0.0016523997772872807
x0,2718.57147990702,33.8427352133713,2685.345857021635,2788.0394904590025,2689.5230677026443
y0,4.147058903308486,1.679397941e-06,4.14705625965603,4.14706113967701,4.14706073551269
std_deviation[0],284.4572020504528,0.01193264395812,284.4358740895451,284.46797780448856,284.46796912779047
std_deviation[1],9.119276795e-06,2.915598406e-06,5.891889389e-06,1.2622569104e-05,6.214028083397972e-06
