variable,time,x,density
aphid,0,0.871987356775978,19.8340576847096
aphid,0,1.94715527459502,70.8415645989727
aphid,0,2.97935598577637,264.04583168708
aphid,0,4.17206637692612,620.308178585539
aphid,0,5.07437771631766,434.176214934808
aphid,0,5.95150138285263,96.9182141446069
aphid,0,7.00839589095219,38.2852627419992
aphid,0,8.07121691031213,15.2113789016199
aphid,1,1.0667251975417,11.9402985074628
aphid,1,2.02633889376646,74.6268656716418
aphid,1,2.95346795434592,226.865671641791
aphid,1,4.0359964881475,507.462686567164
aphid,1,5.11413520632134,373.134328358209
aphid,1,5.91044776119403,80.5970149253732
aphid,1,6.95171202809482,20.8955223880598
aphid,1,7.82791922739245,0
aphid,2,1.00675195451315,47.7611940298508
aphid,2,2.03287135749822,95.5223880597016
aphid,2,2.93816631130064,137.313432835821
aphid,2,4.07000710732055,340.298507462687
aphid,2,5.07569296375267,319.402985074627
aphid,2,5.89570007107321,74.6268656716418
aphid,2,7.01599147121535,38.8059701492538
aphid,2,8.14339019189766,26.8656716417911
aphid,3,1.16666666666666,35.8208955223881
aphid,3,2,80.5970149253732
aphid,3,3.13095238095238,110.44776119403
aphid,3,4.02380952380953,214.925373134328
aphid,3,4.97619047619047,197.014925373134
aphid,3,6.04761904761905,65.6716417910448
aphid,3,7,44.7761194029852
aphid,3,8.19047619047619,47.7611940298508
ladybeetle,0,0.902439024390244,2.75160462130937
ladybeetle,0,2,2.73427471116817
ladybeetle,0,2.91463414634146,2.64088575096277
ladybeetle,0,3.82926829268293,2.62644415917843
ladybeetle,0,5.04878048780488,2.68613607188703
ladybeetle,0,6.08536585365854,2.66976893453145
ladybeetle,0,7,2.65532734274711
ladybeetle,0,8.03658536585366,2.63896020539153
ladybeetle,1,10.9024390243902,0.777920410783054
ladybeetle,1,11.8170731707317,2.42137355584082
ladybeetle,1,12.3658536585366,3.2811296534018
ladybeetle,1,13.0365853658537,4.13896020539152
ladybeetle,1,13.7682926829268,5.86424903722721
ladybeetle,1,14.9268292682927,3.24069319640565
ladybeetle,1,16.0853658536585,0.696084724005132
ladybeetle,1,17,1.62901155327342
ladybeetle,1,18.4024390243902,0.027920410783054
ladybeetle,2,20.4756097560976,0.468870346598195
ladybeetle,2,21.4512195121951,0
ladybeetle,2,22.3658536585366,2.41270860077021
ladybeetle,2,23.1585365853658,11.5580872913992
ladybeetle,2,23.9512195121951,8.78241335044928
ladybeetle,2,25.5365853658537,0.625802310654684
ladybeetle,2,26.6951219512195,0.528562259306796
ladybeetle,2,27.7317073170732,0
ladybeetle,3,30.4756097560976,0
ladybeetle,3,31.390243902439,0.375481386392799
ladybeetle,3,32.4878048780488,3.43709884467265
ladybeetle,3,33.4024390243902,8.47528883183568
ladybeetle,3,34.0731707317073,7.43838254172014
ladybeetle,3,35.5975609756098,1.25641848523748
ladybeetle,3,36.5731707317073,0.372593068035933
ladybeetle,3,37.9146341463415,0
