,r1,p,i
0,45.46707339083486,6.4838514712532485,0.019660492417797517
1,45.46707339083486,6.4838514712532485,0.019660492417797517
2,41.99520890404584,5.98855065328372,0.01976818955431228
3,40.01577879381687,5.706069122765854,0.019803467666440408
4,40.98252759684893,5.842943808848055,0.019860414167666204
5,40.98252759684893,5.842943808848055,0.019860414167666204
6,43.016179323469345,6.13260370678768,0.019768561022043482
7,43.016179323469345,6.13260370678768,0.019768561022043482
8,43.016179323469345,6.13260370678768,0.019768561022043482
9,43.016179323469345,6.13260370678768,0.019768561022043482
10,43.016179323469345,6.13260370678768,0.019768561022043482
11,42.780618565345506,6.101056270247111,0.019619656393251535
12,42.780618565345506,6.101056270247111,0.019619656393251535
13,42.94889756689422,6.121975950348899,0.019554677878708224
14,46.158604912114036,6.581941839326202,0.019456340855863584
15,45.198897817130806,6.447114116400311,0.019513387813301336
16,45.198897817130806,6.447114116400311,0.019513387813301336
17,45.198897817130806,6.447114116400311,0.019513387813301336
18,46.41422664391875,6.6188056217190026,0.019451523200848225
19,45.74907776671391,6.523463198766908,0.01932282883190418
20,44.97982433548027,6.412626645223484,0.01942294080126565
21,46.09894432379026,6.572289296852244,0.019449590641548248
22,46.09894432379026,6.572289296852244,0.019449590641548248
23,47.1154374394451,6.717725717202184,0.019499795238741773
24,47.1154374394451,6.717725717202184,0.019499795238741773
25,47.1154374394451,6.717725717202184,0.019499795238741773
26,45.90112634414934,6.544786115381283,0.01952282978356377
27,45.90112634414934,6.544786115381283,0.01952282978356377
28,45.90112634414934,6.544786115381283,0.01952282978356377
29,45.90112634414934,6.544786115381283,0.01952282978356377
30,45.90112634414934,6.544786115381283,0.01952282978356377
31,45.90112634414934,6.544786115381283,0.01952282978356377
32,46.00462733615646,6.559549426226574,0.019494172270624412
33,46.00462733615646,6.559549426226574,0.019494172270624412
34,46.00462733615646,6.559549426226574,0.019494172270624412
35,46.00462733615646,6.559549426226574,0.019494172270624412
36,46.00462733615646,6.559549426226574,0.019494172270624412
37,46.00462733615646,6.559549426226574,0.019494172270624412
38,46.00462733615646,6.559549426226574,0.019494172270624412
39,46.44343605463121,6.62118411146943,0.019515643372707312
40,46.44343605463121,6.62118411146943,0.019515643372707312
41,46.44343605463121,6.62118411146943,0.019515643372707312
42,46.44343605463121,6.62118411146943,0.019515643372707312
43,46.44343605463121,6.62118411146943,0.019515643372707312
44,45.940388670190764,6.55106654323911,0.019639040327012476
45,45.940388670190764,6.55106654323911,0.019639040327012476
46,44.15469571177351,6.2952839020379585,0.019745297382196814
47,45.135344011659456,6.435535943086214,0.019654579818380032
48,45.135344011659456,6.435535943086214,0.019654579818380032
49,45.135344011659456,6.435535943086214,0.019654579818380032
