Location,Time,Date,Location_code,Patch_ID,Activity-density
none,none,dd-mmm-yyyy,none,none,count
nominal,series,datetime,code,nominal,data
N/A,1,N/A,N/A,N/A,93.011360256944
N/A,3,N/A,N/A,N/A,189.912567655981
N/A,6,N/A,N/A,N/A,337.595907928389
N/A,8,N/A,N/A,N/A,536.810801165765
N/A,13,N/A,N/A,N/A,948.837209302326
