Location,Time,Date,Location_code,Patch_ID,Activity-density
none,none,dd-mmm-yyyy,none,none,count
nominal,series,datetime,code,nominal,data
N/A,4,N/A,N/A,N/A,53.2961185308849
N/A,6,N/A,N/A,N/A,54.4720367278798
N/A,8,N/A,N/A,N/A,149.764190317195
N/A,10,N/A,N/A,N/A,86.472245409015
