Location,Time,Date,Location_code,Patch_ID,Activity-density
none,none,dd-mmm-yyyy,none,none,count
nominal,series,datetime,code,nominal,data
N/A,4,N/A,N/A,N/A,13.297161936561
N/A,6,N/A,N/A,N/A,11.6506677796328
N/A,8,N/A,N/A,N/A,10.4747495826377
N/A,10,N/A,N/A,N/A,5.06260434056765
