Location,Time,Date,Location_code,Patch_ID,Activity-density
none,none,dd-mmm-yyyy,none,none,count
nominal,series,datetime,code,nominal,data
N/A,4,N/A,N/A,N/A,84.2105263157901
N/A,6,N/A,N/A,N/A,631.578947368422
N/A,8,N/A,N/A,N/A,3115.78947368421
N/A,10,N/A,N/A,N/A,7031.57894736842
