Location,Time,Date,Location_code,Patch_ID,Activity-density
none,none,dd-mmm-yyyy,none,none,count
nominal,series,datetime,code,nominal,data
N/A,5,N/A,N/A,N/A,0.002333453366943
N/A,6,N/A,N/A,N/A,0.49707742167807
N/A,7,N/A,N/A,N/A,0.949721281958949
